"","MMRF","Gamer1","Gamer2","Gamer3"
"",1,0,0,0
"URB1",1,1,0,0
"RFC3",1,0,0,0
"POU4F1",1,0,0,0
"SNX18P12",1,0,0,0
"SPATA13",1,0,0,0
"CELF4",1,0,0,0
"DIAPH3",1,1,1,0
"SLC14A2",1,0,0,0
"SKA1",1,1,1,1
"MYO16",1,0,0,0
"TPGS2",1,0,0,0
"DHFRP1",1,0,0,0
"KCNJ15",1,0,0,0
"N6AMT1",1,0,0,0
"TEX30",1,0,0,0
"FAM110A",1,0,0,0
"BIVM",1,0,0,0
"DGKH",1,0,0,0
"TMEM241",1,0,0,0
"RRP1B",1,1,0,0
"PIGN",1,0,0,0
"TOX2",1,0,0,0
"FAM83D",1,0,0,0
"RAP2A",1,0,0,0
"GJB2",1,0,0,0
"CNDP2",1,0,0,0
"FRY",1,0,0,0
"SLC19A1",1,1,0,0
"CDH4",1,0,0,0
"ADAMTS1",1,0,0,0
"MIS18A",1,1,0,0
"WDR4",1,0,0,0
"PRKX",1,1,0,0
"CKAP2",1,0,0,0
"RBL1",1,0,0,0
"PSMG1",1,1,0,0
"GTSE1",1,1,1,1
"SKA3",1,1,1,0
"MYBL2",1,1,0,1
"TFDP1",1,0,0,0
"ACBD7",1,0,0,0
"SCML2",1,0,0,0
"SSTR3",1,0,0,0
"ARHGAP28",1,0,0,1
"CLCN5",1,0,0,0
"HSF2BP",1,0,0,0
"CFAP47",1,0,1,0
"GGT1",1,0,0,0
"SOCS6",1,0,0,0
"SNRPD1",1,0,0,0
"SLA2",1,0,0,0
"ABHD3",1,0,0,0
"TPX2",1,1,1,1
"PRTFDC1",1,0,0,0
"FAM210A",1,0,0,0
"PTPN21",1,0,0,0
"MGME1",1,1,0,0
"PSMA8",1,0,0,0
"CEP128",1,0,0,0
"ARMH4",1,0,0,0
"SLC4A11",1,0,0,0
"CNTLN",1,1,0,1
"CCDC102B",1,0,0,0
"E2F1",1,1,0,1
"PCNA",1,1,1,1
"APOBEC3B",1,0,1,1
"BDKRB1",1,0,0,0
"CDCA4",1,1,0,0
"UMODL1",1,1,0,0
"ZWINT",1,1,1,0
"TRPM2",1,1,0,0
"LDB2",1,0,0,0
"XK",1,0,0,0
"RASEF",1,0,0,0
"C21orf58",1,1,0,0
"GART",1,1,0,0
"SPIN4",1,0,1,0
"DONSON",1,1,0,1
"ITM2A",1,0,0,0
"TIMM21",1,1,0,0
"MAGEC2",1,0,0,0
"EFCAB11",1,0,0,0
"SLC25A15",1,1,0,0
"UBE2C",1,1,1,1
"CSE1L",1,1,1,0
"IGF2BP3",1,0,0,0
"ARHGAP19",1,1,0,0
"CDCA7L",1,1,0,0
"PRELID3A",1,0,0,0
"TCFL5",1,1,0,0
"PDCD11",1,1,0,0
"THNSL1",1,1,0,0
"HMGN5",1,0,0,0
"ADCY1",1,0,0,0
"NETO2",1,0,0,0
"CLEC7A",1,0,0,0
"MAP7D3",1,0,0,0
"RBFA",1,1,0,0
"RBFADN",1,0,0,0
"SULT1B1",1,0,0,0
"CDH9",1,0,0,0
"VBP1",1,1,0,0
"CDC45",1,1,1,0
"LRRC75A",1,0,0,0
"BCAT1",1,0,0,0
"CCT6A",1,1,0,0
"NDC80",1,1,1,1
"SMC2",1,1,1,1
"SHROOM3",1,0,0,0
"MGST1",1,1,0,0
"PSPH",1,0,0,0
"NAP1L3",1,0,0,0
"NR6A1",1,0,0,0
"POLR2CP1",1,0,0,0
"SEMA3A",1,0,0,0
"ITGB1BP2",1,0,0,0
"AURKA",1,1,1,1
"ITGA2",1,0,0,0
"TYMS",1,1,0,1
"MAPK12",1,0,0,0
"SLX9",1,0,0,0
"ACYP1",1,0,0,0
"CHAF1B",1,1,0,1
"MAF",1,0,0,0
"TRPM2-AS",1,0,0,0
"HMGXB4",1,0,1,0
"WDHD1",1,1,1,1
"MELK",1,1,1,0
"MCM5",1,1,1,1
"RPP40",1,0,0,0
"DHRS2",1,0,0,0
"DEK",1,0,0,0
"SHTN1",1,0,1,0
"TLR7",1,0,0,0
"XAGE1A",1,0,0,0
"FANCF",1,0,0,0
"APOBEC3H",1,1,0,0
"ITGB7",1,0,0,0
"AOC3",1,0,0,0
"ACSS3",1,0,0,0
"BAIAP2L2",1,0,0,0
"IGFBP6",1,0,0,0
"RAB33A",1,0,0,0
"WNK4",1,0,0,0
"AIFM1",1,0,0,0
"UTP6",1,1,0,0
"SOX1-OT",1,0,0,0
"RAD18",1,1,1,0
"RTKN2",1,0,0,0
"SUPT16H",1,1,0,1
"GLIPR2",1,0,0,0
"SGO1",1,1,1,0
"XRCC3",1,1,0,0
"SERPINE1",1,0,0,0
"RFWD3",1,0,0,1
"TMEM74B",1,0,0,0
"MIS18A-AS1",1,0,0,0
"CENPQ",1,0,0,0
"ASRGL1",1,1,0,0
"RUNX2",1,0,0,0
"PKMYT1",1,1,1,0
"PEG10",1,0,0,0
"XYLB",1,1,0,0
"PAQR4",1,1,0,0
"PKHD1",1,0,0,0
"CBX8",1,0,0,0
"SRPK3",1,0,0,0
"QNG1",1,0,0,0
"ABTB2",1,0,0,0
"ARHGEF39",1,1,0,0
"LMNB1",1,1,0,0
"PDE3B",1,0,0,1
"NREP",1,0,0,0
"LINC01684",1,0,0,0
"PRIM2",1,1,0,1
"PAQR8",1,0,0,0
"GREB1",1,0,0,0
"TSPAN18",1,0,0,0
"ITGB2-AS1",1,0,0,0
"LINC01424",1,0,0,0
"LINC01547",1,0,0,0
"FILIP1",1,0,0,0
"GPR63",1,1,0,0
"MAP1B",1,0,0,0
"NLRC3",1,0,0,0
"C18orf54",1,1,0,1
"TIMM8A",1,0,0,0
"ZNF295-AS1",1,0,0,0
"ASB13",1,0,0,0
"LDLRAD3",1,0,0,0
"CEP55",1,1,1,1
"MIR17HG",1,0,0,0
"MTCL1",1,0,0,0
"KCNH8",1,0,0,0
"PCGF6",1,1,0,0
"SLC25A53",1,0,0,0
"MAD2L1",1,1,1,1
"ADSL",1,1,0,0
"POLD3",1,1,1,1
"GDF7",1,0,0,0
"CEP78",1,1,0,0
"HAUS1",1,0,0,0
"GNAZ",1,0,0,0
"SLC7A11",1,0,0,0
"MTFR2",1,1,0,0
"GCAT",1,0,0,0
"PRPS2",1,0,0,0
"SUSD1",1,0,0,0
"RASAL3",1,1,0,0
"PTPRG",1,0,0,0
"NAALAD2",1,0,0,0
"ZNF85",1,0,0,0
"HACE1",1,0,0,0
"ZNF66",1,0,0,0
"HSPA12A",1,0,0,0
"CFAP119",1,0,0,0
"ZNF714",1,0,0,0
"VSIG1",1,0,0,0
"HSD3B7",1,0,0,0
"ANKEF1",1,0,0,0
"SAPCD2",1,1,1,0
"TMEM97",1,0,0,0
"APEX2",1,1,0,1
"FLNA",1,0,0,0
"KIF11",1,1,1,1
"RAB38",1,0,0,0
"DHFR",1,1,0,0
"SH3PXD2B",1,0,0,0
"PTTG1",1,1,0,1
"PTPN13",1,1,0,0
"ZNF519",1,0,0,0
"GAS2L3",1,0,0,0
"SMC1A",1,0,0,1
"IER5L",1,0,0,0
"CCT2",1,0,1,0
"STK26",1,0,0,0
"GEMIN6",1,0,0,0
"PODXL",1,0,0,0
"MACROH2A2",1,0,0,0
"ADD2",1,0,0,0
"SH3RF1",1,0,0,0
"STRIP2",1,1,0,0
"FAM227A",1,0,0,1
"MRPL19",1,0,0,0
"GALNT14",1,0,0,0
"NCAPG2",1,1,1,1
"DAAM1",1,0,0,0
"ALG10",1,0,1,0
"FSTL5",1,0,0,0
"POLA1",1,1,0,1
"LDHAP3",1,0,0,0
"TSPAN12",1,0,0,0
"DDIT4",1,0,0,0
"DMC1",1,1,0,1
"SULT1A4",1,0,1,0
"CPED1",1,0,0,0
"SIAE",1,0,0,0
"MAP9",1,0,0,0
"ZCCHC18",1,0,0,0
"SSX1",1,0,0,0
"LDHAP7",1,0,0,0
"SMKR1",1,0,0,0
"AGK",1,1,0,0
"PLEKHH1",1,0,0,0
"AURKB",1,1,1,0
"NLN",1,1,0,0
"MIOX",1,0,0,0
"ULBP3",1,0,0,0
"TTK",1,1,1,0
"PFAS",1,1,0,0
"ENTPD1",1,1,0,0
"NEURL1B",1,1,0,0
"ESYT3",1,0,0,0
"NUP37",1,0,1,0
"MACC1",1,0,0,0
"SH3RF3",1,0,0,0
"GALM",1,0,0,0
"GINS3",1,1,0,1
"SERHL2",1,0,0,0
"CABLES2",1,0,0,1
"KLLN",1,1,0,0
"SPSB1",1,0,0,0
"ADA",1,1,0,0
"RUVBL1",1,1,0,0
"UTP14A",1,1,0,0
"RBBP8",1,1,1,1
"TWNK",1,1,0,0
"PLCXD1",1,1,0,0
"BAMBI",1,0,0,0
"ADAM8",1,0,0,0
"SERPINH1",1,0,0,0
"RNF125",1,0,0,0
"RMI2",1,1,0,0
"FOXRED2",1,0,0,0
"CNPY4",1,0,0,0
"KLK2",1,0,0,0
"CDK6",1,0,0,0
"DNMT3B",1,1,0,0
"WASF1",1,0,0,0
"TMEM177",1,0,0,0
"FBXO5",1,0,0,0
"MGAT5",1,0,0,0
"UTP20",1,0,0,0
"FARSB",1,1,0,0
"TNFSF15",1,0,0,0
"SOWAHD",1,0,0,0
"PHF19",1,1,0,1
"BCHE",1,0,0,0
"RASGRP2",1,0,0,0
"NOS3",1,0,0,0
"LDHAP4",1,0,0,0
"SLC16A8",1,0,0,0
"UTP3",1,0,0,0
"LRRC14B",1,1,0,0
"GINS1",1,1,0,1
"TYMSOS",1,0,0,0
"NEK11",1,0,0,0
"RBBP9",1,0,0,0
"CEP72",1,1,0,0
"SALL2",1,0,0,0
"DRP2",1,0,0,0
"GGCT",1,0,0,0
"L2HGDH",1,0,0,0
"DBF4B",1,1,0,0
"BAG2",1,0,0,0
"RAB23",1,0,0,0
"ADAM11",1,1,0,0
"HMGB2",1,0,0,0
"PTPRU",1,0,0,0
"NCAPG",1,1,0,0
"SNORA33",1,0,0,0
"HECW2",1,0,1,0
"MGAM",1,0,0,0
"CT55",1,0,0,0
"SLBP",1,0,0,0
"OR2B6",1,0,0,0
"KIF18B",1,1,1,0
"RIPOR2",1,0,0,0
"PRAME",1,0,0,0
"RCC2",1,1,0,0
"NXT2",1,0,0,0
"FAM111B",1,1,1,1
"ARL4C",1,0,0,0
"MEST",1,0,0,0
"DLGAP5",1,1,1,1
"TNIK",1,1,0,0
"MDH1B",1,0,0,0
"MCM8",1,1,1,0
"CEL",1,0,0,0
"CLSPN",1,1,1,1
"CEND1",1,0,0,0
"TNFSF9",1,0,0,0
"CD70",1,0,0,0
"AFG2A",1,0,0,0
"SPRY1",1,0,0,0
"DDO",1,0,0,0
"TTLL9",1,0,0,0
"ASAH2",1,0,0,0
"CCDC137",1,1,0,0
"MRPL12",1,0,0,0
"NAALADL2",1,1,0,0
"SLC25A10",1,1,0,0
"ZNF485",1,0,0,0
"CENPI",1,1,1,1
"HAUS7",1,1,0,0
"PRF1",1,1,0,0
"ADAMTS14",1,0,0,0
"SNCAIP",1,0,0,0
"KLRG1",1,0,0,0
"CALHM2",1,1,0,0
"CCNA2",1,1,1,1
"MACROD2",1,0,0,0
"SH3BP1",1,1,0,0
"INHBC",1,0,0,0
"IL4I1",1,0,0,0
"TRIM47",1,1,0,0
"PARS2",1,1,0,0
"DIXDC1",1,0,0,0
"EVPL",1,0,0,0
"TIMM8B",1,0,0,0
"SCPEP1",1,0,0,0
"CDC42EP1",1,1,0,0
"B4GALNT1",1,0,1,0
"ZFP82",1,0,0,0
"KCTD13-DT",1,0,0,0
"CDKN2C",1,1,1,0
"CEP41",1,1,0,0
"SETP14",1,0,0,0
"CLSTN2",1,0,0,0
"LRP8",1,0,0,0
"ZNF724",1,0,0,0
"SLC4A10",1,0,0,0
"LDB3",1,0,0,0
"KCNMB4",1,0,0,0
"PLCB1",1,0,0,0
"VLDLR",1,0,0,0
"C12orf75",1,0,0,0
"POLR3G",1,1,0,0
"LRRC61",1,1,0,0
"GABRG2",1,1,1,1
"ZNF217-AS1",1,0,0,0
"USP1",1,1,1,0
"RCOR2",1,0,0,0
"PLK1",1,1,1,1
"ZNF585B",1,0,0,0
"MKS1",1,0,0,0
"JPT2",1,1,0,0
"PTK7",1,0,0,0
"AK4",1,0,0,0
"MAGEA3",1,0,0,0
"OSBPL6",1,1,0,0
"CCNF",1,1,1,0
"TEDC2",1,1,0,0
"NSDHL",1,1,0,0
"GEMIN5",1,1,0,0
"DTYMK",1,1,0,0
"SPAG5",1,1,1,1
"DPF3",1,0,0,0
"UBE2S",1,0,0,1
"PHF6",1,0,0,0
"DYNC2I2",1,0,0,0
"HPRT1",1,0,0,0
"RPF2",1,0,0,0
"SMC1B",1,0,0,0
"ASTN2",1,0,0,0
"RIBC2",1,0,0,0
"CLTCL1",1,0,0,0
"ASB2",1,1,0,0
"ABCB1",1,0,0,0
"OTUB2",1,0,0,1
"SKA2",1,0,0,0
"PRR11",1,1,1,1
"GPR132",1,0,0,0
"CPNE7",1,0,0,0
"CENPW",1,1,1,0
"TMEM200A",1,0,0,0
"NEGR1",1,0,0,0
"BRCC3",1,1,0,0
"KY",1,0,0,0
"ZNF527",1,1,0,0
"CRIP2",1,1,0,0
"ZNF569",1,0,0,0
"TUBA1B",1,0,0,0
"ZNF200",1,0,0,0
"ZNF607",1,0,0,0
"FKBP5",1,0,0,0
"CRIP1",1,0,0,0
"RFC2",1,1,0,1
"SLC29A2",1,0,0,0
"NRN1",1,0,0,0
"MAGEA6",1,0,0,0
"TRBC2",1,0,0,0
"VCX",1,0,0,0
"LRRC46",1,0,0,0
"FEN1",1,1,1,0
"CDKN3",1,1,1,1
"H3C2",1,0,0,0
"IFI30",1,0,0,0
"GPRIN1",1,0,0,0
"SRFBP1",1,0,0,0
"KIF24",1,1,0,0
"LOX",1,0,0,0
"SUV39H1",1,1,0,1
"EPHB4",1,0,0,0
"MSH5",1,1,0,0
"JPT1",1,0,0,0
"COA7",1,1,0,0
"TRO",1,0,0,0
"GCLM",1,0,0,0
"APOBEC3A",1,0,0,0
"SKP2",1,0,0,0
"CHEK2",1,0,0,0
"GUCY1B1",1,0,0,0
"EEF1AKMT4",1,1,0,0
"HJURP",1,1,1,1
"MND1",1,0,0,0
"SPNS2",1,0,0,0
"MIR663A",1,0,0,0
"ZNF30",1,0,0,0
"ZNF570",1,0,0,0
"RANBP1",1,1,0,0
"SMARCA1",1,0,0,0
"CENPU",1,1,1,1
"CD320",1,1,0,0
"IGSF9B",1,0,0,0
"SLC43A3",1,1,0,0
"ATIC",1,1,0,1
"PSMC3IP",1,1,0,0
"SPC25",1,1,1,1
"MATCAP1",1,0,0,0
"NEMP1",1,0,1,0
"LRP2",1,0,0,0
"PLEKHH3",1,0,0,0
"TK1",1,1,0,0
"BIRC5",1,1,1,0
"SCNM1",1,1,0,0
"FHOD1",1,1,0,0
"SPA17",1,0,0,0
"TMEM106C",1,0,1,0
"TMSB15B-AS1",1,0,0,0
"LYSMD1",1,0,0,0
"HSD11B2",1,1,0,0
"KIF4A",1,1,1,1
"SCLY",1,1,0,0
"STEAP1B",1,0,0,0
"CDH15",1,0,0,0
"IFT56",1,0,0,0
"GTF2H3",1,0,1,0
"FIRRM",1,0,0,0
"SEPTIN11",1,0,0,0
"MCM10",1,1,1,1
"FEZF1",1,1,0,1
"NME7",1,1,0,0
"PLAAT2",1,0,0,0
"RCSD1",1,0,0,0
"PCDH18",1,0,0,0
"TEX13C",1,0,0,0
"SUV39H2",1,0,0,0
"FANCB",1,0,0,0
"CHRNG",1,0,0,0
"SNORA71B",1,0,0,0
"RELN",1,0,0,0
"GNAS-AS1",1,0,0,0
"SLC25A43",1,0,0,0
"NOP56",1,1,0,0
"MRPS35",1,0,0,0
"HROB",1,0,0,0
"LEF1",1,0,0,1
"MTHFD1L",1,0,0,0
"TDO2",1,0,0,0
"ATP6V1G2",1,0,0,0
"CDC25C",1,1,0,0
"ELOVL6",1,0,0,0
"NIBAN1",1,0,0,0
"CHAF1A",1,1,1,1
"DCTPP1",1,1,0,0
"NUF2",1,1,1,1
"MSN",1,0,1,0
"AMMECR1",1,0,0,0
"DKC1",1,0,0,0
"HPSE",1,1,0,0
"TARBP1",1,0,0,0
"NELL2",1,0,0,0
"TFB2M",1,0,0,0
"HYCC1",1,0,0,0
"ADAT3",1,0,0,0
"NUDT1",1,1,0,0
"INTS7",1,1,1,0
"LMNB2",1,1,0,1
"CDH24",1,0,0,0
"HTR2C",1,0,0,0
"TLR8",1,0,0,0
"TUBG1",1,1,0,1
"CCR10",1,0,0,0
"CNTNAP1",1,0,0,0
"TTLL12",1,1,0,0
"HELLS",1,1,1,1
"CLGN",1,0,0,0
"FNDC8",1,0,0,0
"CASP6",1,1,0,0
"GAR1",1,1,1,0
"RRH",1,0,0,0
"DTL",1,1,1,1
"LRIT3",1,0,0,0
"STEAP4",1,0,0,0
"ADAM22",1,0,0,0
"ST3GAL4",1,1,0,0
"PFKP",1,1,0,0
"KIAA0319",1,0,0,0
"RMI1",1,1,1,0
"ILDR2",1,0,0,0
"GMNN",1,1,0,0
"KIF26B",1,0,0,0
"RRP15",1,0,1,0
"CDK1",1,1,1,0
"NEK2",1,1,1,1
"BMS1P22",1,0,0,0
"TOMM40P2",1,0,0,0
"AFAP1",1,0,0,0
"MIR646HG",1,1,0,0
"RGS18",1,0,0,0
"CENPM",1,1,0,0
"SULT1A2",1,0,0,0
"NSL1",1,0,0,0
"RNF157",1,0,0,0
"KIF5A",1,1,0,0
"LRIG1",1,0,0,0
"TUBB",1,1,0,1
"EZH2",1,1,0,1
"RNASEH2A",1,0,0,0
"GHET1",1,0,0,0
"PLA2G4A",1,0,0,0
"LPGAT1",1,0,0,0
"SEMA3D",1,0,1,0
"CCDC14",1,0,0,0
"NIFK",1,0,0,0
"HSD17B6",1,0,0,0
"LAMB3",1,0,1,0
"RTN4RL2",1,0,0,0
"ATP6V0E2",1,0,0,0
"PPAT",1,1,0,0
"IL17RE",1,0,0,0
"RETREG1",1,0,0,0
"ESPL1",1,1,1,0
"HADH",1,1,0,0
"COQ3",1,0,0,0
"MCF2",1,0,0,0
"NPHP1",1,0,0,0
"IL27RA",1,0,0,0
"ASF1B",1,1,0,0
"FLVCR1",1,1,0,0
"LCLAT1",1,1,0,0
"TMSB15C",1,0,0,0
"CBX5",1,0,0,0
"NCAPD2",1,1,0,1
"SMIM10",1,0,0,0
"CERS6",1,0,0,0
"COLGALT2",1,1,0,0
"TACC3",1,1,1,1
"ADGRL3",1,0,0,0
"SH3BP5L",1,0,0,0
"DMD",1,0,0,0
"CDC7",1,1,0,0
"SYT16",1,0,0,0
"RPGRIP1L",1,0,0,0
"KCTD3",1,0,0,0
"AHSA1",1,0,0,0
"HHAT",1,0,0,0
"HYLS1",1,1,0,0
"ASF1A",1,0,0,0
"TRIM59",1,0,0,0
"RN7SL333P",1,0,0,0
"WEE1",1,0,0,0
"TMEM132A",1,0,0,0
"DUXAP8",1,0,0,0
"CD6",1,0,0,0
"CTH",1,0,0,0
"FRG1FP",1,0,0,0
"E2F2",1,1,0,1
"CENPN",1,1,1,1
"GALE",1,0,0,0
"EME1",1,1,0,0
"ITPRIPL2",1,0,0,0
"PLEKHG4",1,0,0,0
"TRIP13",1,1,1,1
"FAM238C",1,0,0,0
"ABCF2-H2BK1",1,0,0,0
"CCDC150",1,1,0,0
"TMEM255A",1,0,0,0
"CDKN2A",1,0,0,0
"CDKN2B",1,0,0,0
"RNFT2",1,0,1,0
"ERCC6L",1,1,0,0
"BEND6",1,0,0,0
"RRM1",1,1,1,0
"EFNA3",1,0,0,0
"PGAP1",1,0,0,0
"DUSP7",1,0,0,0
"POC1A",1,1,0,0
"REXO5",1,0,0,0
"CKS2",1,0,0,0
"TIGD2",1,0,0,0
"DDIAS",1,0,1,0
"SPRED1",1,0,0,0
"SNRPE",1,0,0,0
"HSPE1",1,0,0,0
"HMGB3",1,0,0,0
"RAD51",1,1,0,0
"AKNA",1,0,0,0
"HRH2",1,1,0,0
"KLHL23",1,0,0,0
"HSPD1",1,0,0,0
"CHRM3",1,0,0,0
"FRMD5",1,0,0,0
"FDXR",1,1,0,0
"CCNB2",1,1,1,1
"MAML3",1,0,0,0
"SYT11",1,0,0,0
"PTPDC1",1,1,0,0
"PCDHB3",1,0,0,0
"PIANP",1,0,0,0
"PCDHB6",1,1,0,0
"BRIP1",1,1,1,1
"PCDHB15",1,1,0,0
"UBQLN4",1,0,0,0
"CENPE",1,1,1,1
"KIFC1",1,1,1,1
"LYAR",1,1,0,0
"TMEM79",1,0,0,0
"TLR4",1,0,0,0
"CCT3",1,0,0,0
"MYO1E",1,0,0,0
"SYNGAP1",1,1,0,0
"MEX3A",1,0,0,0
"MTHFD1",1,1,0,0
"WIPF3",1,0,0,0
"RUNDC3B",1,0,0,0
"COA6",1,1,0,0
"RFX2",1,1,0,0
"LRRC7",1,0,0,0
"PDSS1",1,1,0,0
"PSMD4",1,0,0,0
"TAGLN2",1,0,0,0
"PARPBP",1,1,1,0
"CDCA3",1,1,0,0
"IQCH",1,0,0,0
"ECT2",1,1,1,0
"MIPOL1",1,0,0,0
"HMMR",1,1,1,1
"CD5",1,0,0,0
"ANKRD13B",1,1,0,0
"CSTF2",1,1,0,0
"FGF13",1,0,0,0
"RRM2",1,1,1,0
"F12",1,0,0,0
"SPDL1",1,1,0,0
"LRR1",1,0,0,1
"POLE2",1,1,1,0
"KCNAB3",1,0,0,0
"PXMP2",1,1,0,0
"PRR15",1,0,0,0
"ATP11C",1,0,0,0
"CSPG4",1,0,0,0
"WDR62",1,1,1,1
"CCNB1",1,1,1,1
"EREG",1,0,0,0
"FASN",1,1,0,0
"IL32",1,0,0,0
"THOC3",1,0,0,0
"LMAN1L",1,0,0,0
"NRM",1,0,0,0
"DPYSL2",1,0,0,0
"DPY19L1",1,0,0,0
"MKI67",1,1,1,1
"SLC25A37",1,0,0,0
"DOCK5",1,0,0,0
"CHRNA5",1,1,0,0
"TAF5LP1",1,0,0,0
"TOMM20P2",1,0,0,0
"STEAP1",1,0,0,0
"PIH1D2",1,0,0,0
"ZNF573",1,0,0,0
"SOS1-IT1",1,0,0,0
"MTHFD2",1,0,0,0
"SLFN13",1,0,1,0
"RAD9B",1,0,0,0
"ZNF503",1,0,0,0
"BCS1L",1,1,0,0
"CENATAC-DT",1,0,0,0
"AGFG2",1,1,0,0
"SAP25",1,0,0,0
"PTCD2",1,0,0,0
"TTLL4",1,1,0,1
"TROAP",1,1,1,0
"CBX2",1,0,0,0
"MYH10",1,1,0,0
"DACT1",1,1,0,0
"TEDC1",1,1,0,0
"GABRA3",1,0,0,0
"PEX5L",1,0,0,0
"CA8",1,0,0,0
"CENPH",1,1,1,1
"KIF22",1,1,0,1
"PPOX",1,0,0,0
"ZFHX4",1,0,0,0
"FN1",1,0,0,0
"TOMM40L",1,1,0,0
"DCK",1,0,0,0
"USP13",1,0,0,0
"POU5F1",1,0,0,0
"NR1I3",1,0,0,0
"ERI2",1,1,0,0
"TRGV2",1,0,0,0
"TMEM121",1,0,0,0
"IGF1R",1,0,0,0
"XRCC2",1,1,1,0
"TENM1",1,0,1,1
"ABCC11",1,0,0,0
"DUXAP9",1,0,1,0
"POLR1G",1,0,0,0
"CA3",1,0,0,0
"HNF4G",1,0,0,0
"APOBR",1,0,0,0
"STAU2",1,0,0,0
"LEO1",1,0,0,0
"TMOD3",1,1,1,0
"DNA2",1,1,1,0
"CFAP263",1,0,0,0
"SPINK5",1,0,0,0
"POLD2",1,1,0,0
"GPR89B",1,0,1,0
"MFAP1",1,0,0,0
"SLC35B4",1,0,0,0
"SGCB",1,0,0,0
"RECQL",1,0,0,0
"AIMP2",1,1,0,0
"FABP5",1,0,0,1
"SPX",1,0,0,0
"H3C8",1,0,0,0
"SAMD9",1,0,0,0
"HEPACAM2",1,1,0,0
"HAUS8",1,0,0,0
"PANK1",1,1,0,0
"POP1",1,1,0,0
"TLCD3B",1,0,0,0
"WDR76",1,1,1,1
"BUB1B",1,1,1,0
"AUTS2",1,0,0,0
"BRI3BP",1,0,0,0
"AUNIP",1,1,0,0
"COL5A1",1,0,0,0
"THSD8",1,1,0,0
"KIF2C",1,1,0,1
"RAB40A",1,0,0,0
"DOCK11",1,0,0,0
"CA13",1,0,0,0
"TCL6",1,1,0,0
"BUB1",1,1,1,1
"C10orf88B",1,0,0,0
"DUXAP10",1,0,0,0
"TAS1R1",1,0,0,0
"HEATR1",1,1,0,0
"NUAK1",1,0,0,0
"CCDC187",1,0,0,0
"SLC5A11",1,0,0,0
"RAD54B",1,1,0,0
"ZNF883",1,0,0,0
"POLR3K",1,1,0,0
"EPDR1",1,0,0,0
"ATP5MF-PTCD1",1,0,0,0
"ZNF284",1,0,0,0
"PADI2",1,0,0,0
"AFMID",1,1,0,0
"EYA1",1,0,0,0
"ZNF367",1,1,1,0
"CD33",1,0,0,0
"SANBR",1,0,0,0
"ZNF354C",1,0,0,0
"PVRIG",1,0,0,0
"FZD8",1,0,0,0
"CCDC51",1,1,0,0
"SNAI2",1,0,0,0
"MTBP",1,1,1,1
