"","MMRF","Gamer1","Gamer2","Gamer3"
"AC120498.9",0,1,0,0
"AC124319.4",0,1,0,0
"AC126768.3",0,1,0,0
"AC134349.1",0,1,0,0
"ACACA",0,1,0,0
"ACAD9",0,1,0,0
"ACLY",0,1,0,1
"ACOT8",0,1,0,0
"ACTG1P3",0,1,0,0
"ACTN3",0,1,0,0
"ACTR5",0,1,0,0
"ADAMTSL4",0,1,0,0
"ADCK1",0,1,0,0
"ADCY6",0,1,0,0
"ADGRL1",0,1,0,0
"ADGRV1",0,1,0,0
"AGAP3",0,1,0,0
"AGPS",0,1,0,0
"AGRN",0,1,0,0
"AGTRAP",0,1,0,0
"AK3P3",0,1,0,0
"AL021707.2",0,1,0,0
"AL022322.1",0,1,0,0
"AL121772.1",0,1,0,0
"AL121845.3",0,1,0,0
"AL135818.1",0,1,0,0
"AL139260.1",0,1,0,0
"AL160314.2",0,1,0,0
"AL161891.1",0,1,0,0
"AL355482.1",0,1,1,0
"AL356599.1",0,1,0,0
"AL365205.1",0,1,0,0
"AL451074.2",0,1,1,0
"AL513327.3",0,1,0,0
"AL513497.1",0,1,0,0
"AL845472.2",0,1,0,0
"AMDHD2",0,1,0,0
"AMER1",0,1,0,0
"ANAPC1",0,1,0,1
"ANAPC7",0,1,1,0
"ANKRD39",0,1,0,0
"ANKRD54",0,1,0,0
"ANKS1A",0,1,0,0
"AP001062.1",0,1,0,0
"AP002490.1",0,1,0,0
"AP003716.1",0,1,0,0
"AP005328.1",0,1,0,1
"AP5Z1",0,1,0,0
"APOPT1",0,1,0,0
"APTR",0,1,0,0
"ARHGAP33",0,1,0,0
"ARHGAP45",0,1,0,0
"ARL10",0,1,0,0
"ARL2",0,1,0,0
"ARL3",0,1,0,0
"ARMC6",0,1,0,0
"ASB16-AS1",0,1,0,0
"ATAD3B",0,1,0,0
"ATP13A2",0,1,0,0
"ATP8B3",0,1,0,0
"ATRIP",0,1,0,0
"ATXN7L2",0,1,0,0
"AXIN1",0,1,0,0
"BATF2",0,1,0,0
"BCAT2",0,1,0,0
"BCL2L12",0,1,0,0
"BCYRN1",0,1,0,0
"BEND3",0,1,0,0
"BORCS8",0,1,0,0
"BRAT1",0,1,0,0
"BRD3OS",0,1,0,0
"BRD9",0,1,0,0
"BRWD1-AS2",0,1,0,0
"C11orf68",0,1,0,0
"C12orf66",0,1,0,0
"C12orf73",0,1,0,0
"C13orf46",0,1,0,0
"C15orf41",0,1,0,0
"C16orf70",0,1,0,0
"C17orf53",0,1,0,0
"C17orf75",0,1,0,0
"C1orf112",0,1,0,0
"C1orf226",0,1,0,0
"C1RL",0,1,0,0
"C2orf48",0,1,0,0
"C8orf76",0,1,0,0
"C9orf64",0,1,0,0
"CABIN1",0,1,0,0
"CABP4",0,1,0,0
"CACFD1",0,1,0,0
"CACNB4",0,1,0,0
"CALCRL",0,1,0,0
"CALHM5",0,1,0,0
"CAPN15",0,1,0,0
"CAPN3",0,1,0,0
"CARMIL3",0,1,0,0
"CASP2",0,1,0,1
"CCDC106",0,1,0,0
"CCDC113",0,1,0,0
"CCDC125",0,1,0,0
"CCDC127",0,1,0,0
"CCDC180",0,1,0,0
"CCDC57",0,1,0,0
"CCDC78",0,1,0,0
"CCT4P2",0,1,0,0
"CD27-AS1",0,1,0,0
"CD3EAP",0,1,0,0
"CDK10",0,1,0,0
"CDK2",0,1,0,0
"CELSR3",0,1,0,0
"CENPS",0,1,0,0
"CENPX",0,1,0,0
"CEP164",0,1,0,0
"CEP250",0,1,0,0
"CEP295NL",0,1,0,0
"CES3",0,1,0,0
"CFAP70",0,1,0,0
"CHCHD4",0,1,0,0
"CHMP6",0,1,0,0
"CHST12",0,1,0,0
"CHST3",0,1,0,0
"CLDN14",0,1,0,0
"CLDN4",0,1,0,0
"CLN3",0,1,0,0
"CLUAP1",0,1,0,0
"CLUH",0,1,0,0
"CMSS1",0,1,0,0
"CNOT10",0,1,0,0
"CNTROB",0,1,0,0
"COA3",0,1,0,0
"COMMD4",0,1,0,0
"COQ8B",0,1,0,0
"COQ9",0,1,0,1
"CORO6",0,1,0,0
"CPSF3",0,1,0,0
"CRACR2A",0,1,0,0
"CROCC",0,1,0,0
"CSK",0,1,0,0
"CTIF",0,1,0,0
"CTSA",0,1,0,0
"CTU1",0,1,0,0
"CYB5A",0,1,0,0
"CYB5R3",0,1,0,0
"CYBC1",0,1,0,0
"CYP21A2",0,1,0,0
"DBNL",0,1,0,0
"DDB2",0,1,0,0
"DDX11",0,1,0,0
"DDX51",0,1,0,0
"DDX55",0,1,0,0
"DDX56",0,1,0,0
"DECR2",0,1,0,0
"DENND4B",0,1,0,0
"DFFA",0,1,0,0
"DGCR8",0,1,0,0
"DHRS13",0,1,0,0
"DHRS4-AS1",0,1,0,0
"DHRS4L2",0,1,0,0
"DHRS7B",0,1,0,0
"DHX30",0,1,0,0
"DHX33",0,1,0,0
"DHX37",0,1,0,0
"DHX57",0,1,0,0
"DIS3L2",0,1,0,0
"DNAAF5",0,1,0,0
"DNAH11",0,1,0,0
"DNAH12",0,1,0,0
"DNAJA3",0,1,0,0
"DND1",0,1,0,0
"DOP1B",0,1,0,0
"DOT1L",0,1,0,0
"DPCD",0,1,0,0
"DPH2",0,1,0,0
"DTD1",0,1,0,0
"DTD2",0,1,0,0
"DTX2P1-UPK3BP1-PMS2P11",0,1,0,0
"DUS3L",0,1,0,0
"DXO",0,1,0,0
"DYNC2H1",0,1,0,0
"EEFSEC",0,1,0,0
"EEPD1",0,1,0,0
"EFHC1",0,1,0,0
"EFTUD2",0,1,0,1
"EHMT2",0,1,0,0
"EIF3B",0,1,0,0
"ELAC2",0,1,0,0
"ENPP6",0,1,0,0
"ENPP7",0,1,0,0
"EPOP",0,1,0,0
"ERI3",0,1,0,0
"ERLIN1",0,1,0,0
"ERP27",0,1,0,0
"EXOSC10",0,1,0,1
"EXOSC2",0,1,0,0
"EYA3",0,1,0,0
"FAAP100",0,1,0,0
"FAM189B",0,1,0,0
"FAM207A",0,1,0,0
"FAM234A",0,1,0,0
"FAM50A",0,1,0,0
"FAM86DP",0,1,0,0
"FAM90A1",0,1,0,0
"FANCC",0,1,0,0
"FASTK",0,1,0,0
"FBXL18",0,1,0,0
"FBXL19",0,1,0,0
"FBXL6",0,1,0,0
"FBXW9",0,1,0,0
"FCHO1",0,1,0,0
"FKBP4",0,1,0,0
"FOXRED1",0,1,0,0
"FZD1",0,1,0,0
"GALK1",0,1,0,0
"GALNT1",0,1,0,0
"GALNT6",0,1,0,0
"GAS2L1",0,1,0,0
"GATB",0,1,0,0
"GBAP1",0,1,0,0
"GEMIN4",0,1,0,0
"GHRL",0,1,0,0
"GIPC1",0,1,0,0
"GK",0,1,0,0
"GLI4",0,1,0,0
"GNAI1",0,1,0,0
"GNPNAT1",0,1,0,0
"GOLGA2P7",0,1,0,0
"GOLGA8J",0,1,0,0
"GOT1",0,1,0,0
"GPSM2",0,1,0,0
"GSTM4",0,1,0,0
"GTF2H4",0,1,0,0
"GTF2IRD1P1",0,1,0,0
"HAAO",0,1,0,0
"HAGHL",0,1,0,0
"HAUS5",0,1,0,0
"HCFC1",0,1,0,1
"HCFC1R1",0,1,0,0
"HDAC4",0,1,0,0
"HDDC3",0,1,0,0
"HDGFL2",0,1,0,0
"HDHD3",0,1,0,0
"HDHD5",0,1,0,0
"HEATR3",0,1,0,0
"HEATR6",0,1,0,0
"HEG1",0,1,0,0
"HERC2P10",0,1,0,0
"HEYL",0,1,0,0
"HIP1",0,1,0,0
"HNRNPA1P16",0,1,0,0
"HNRNPAB",0,1,0,0
"HOOK2",0,1,0,0
"HOXA3",0,1,0,0
"HYAL2",0,1,0,0
"IFT122",0,1,0,0
"IFT172",0,1,0,0
"IKBKG",0,1,0,0
"IKZF4",0,1,0,0
"IL2RB",0,1,0,0
"INAFM1",0,1,0,0
"INTS1",0,1,0,0
"INTS9",0,1,0,0
"IQCE",0,1,0,0
"ISYNA1",0,1,0,0
"KANK2",0,1,0,0
"KCNAB2",0,1,0,0
"KCNIP2",0,1,0,0
"KCNK12",0,1,0,0
"KCTD17",0,1,0,0
"KIAA0895L",0,1,0,0
"KIFAP3",0,1,0,0
"KLHL25",0,1,0,0
"KPTN",0,1,0,0
"KRI1",0,1,0,0
"KRT8P12",0,1,0,0
"KTN1-AS1",0,1,0,0
"L3MBTL2",0,1,0,0
"LARS2",0,1,0,1
"LCMT1",0,1,0,0
"LGI4",0,1,0,0
"LIG1",0,1,0,1
"LIMK2",0,1,0,0
"LINC00205",0,1,0,0
"LINC00265",0,1,0,0
"LINC00342",0,1,0,0
"LINC00511",0,1,0,0
"LINC00680",0,1,0,0
"LINC00957",0,1,0,0
"LINC01145",0,1,0,0
"LINC01347",0,1,0,0
"LINC01569",0,1,0,0
"LINC01609",0,1,0,0
"LINC01795",0,1,0,0
"LINC02163",0,1,0,0
"LIPE",0,1,0,0
"LIPG",0,1,0,0
"LRRC37A3",0,1,0,0
"LRWD1",0,1,0,0
"LYSMD4",0,1,0,0
"LZTR1",0,1,0,0
"MAD1L1",0,1,0,0
"MAFG-DT",0,1,0,0
"MAGI3",0,1,0,0
"MAMDC4",0,1,0,0
"MANEAL",0,1,0,0
"MAP3K6",0,1,0,0
"MAST2",0,1,0,0
"MBD3",0,1,0,0
"MCM3AP-AS1",0,1,0,0
"MCMBP",0,1,1,0
"MED16",0,1,0,0
"MED24",0,1,0,0
"MED9",0,1,0,0
"MELTF",0,1,0,0
"MELTF-AS1",0,1,0,0
"METTL2A",0,1,0,0
"METTL2B",0,1,0,0
"MGMT",0,1,0,0
"MIIP",0,1,0,0
"MINK1",0,1,0,0
"MIR34AHG",0,1,0,0
"MIR548XHG",0,1,0,0
"MLST8",0,1,0,0
"MMAA",0,1,0,0
"MMP25-AS1",0,1,0,0
"MOCS3",0,1,0,0
"MPI",0,1,0,0
"MR1",0,1,0,0
"MRGBP",0,1,0,0
"MRM2",0,1,0,0
"MRPL24",0,1,0,0
"MRPL38",0,1,0,0
"MRPL4",0,1,0,0
"MRPL46",0,1,0,0
"MRPS11",0,1,0,0
"MRPS17",0,1,0,0
"MRPS23",0,1,0,0
"MRTFB",0,1,0,0
"MVB12A",0,1,0,0
"MXD3",0,1,0,0
"MYH11",0,1,0,0
"MYO19",0,1,1,0
"NADK",0,1,0,0
"NAGPA",0,1,0,0
"NAT14",0,1,0,0
"NBPF3",0,1,0,0
"NCBP3",0,1,0,0
"NCKAP5",0,1,0,0
"NCKIPSD",0,1,0,0
"NELFCD",0,1,0,0
"NHSL1",0,1,0,0
"NINL",0,1,0,0
"NIPSNAP1",0,1,0,0
"NIT1",0,1,0,0
"NLE1",0,1,0,0
"NLRX1",0,1,0,0
"NOC2L",0,1,0,0
"NOC4L",0,1,0,0
"NOD1",0,1,0,0
"NOL11",0,1,0,0
"NOL9",0,1,0,0
"NR2F6",0,1,0,0
"NRDE2",0,1,0,0
"NSMCE1",0,1,0,0
"NUBP2",0,1,0,0
"NUDT14",0,1,0,0
"NUDT16",0,1,0,0
"NUP133",0,1,1,0
"NUP155",0,1,1,1
"NUP205",0,1,0,1
"NUP35",0,1,0,0
"NUP85",0,1,0,0
"NUP93",0,1,0,1
"NXPH4",0,1,0,0
"ODF2",0,1,0,0
"OGFR",0,1,0,0
"OPA3",0,1,0,0
"OPLAH",0,1,0,0
"OR7E94P",0,1,0,0
"OSCP1",0,1,0,0
"OSGEPL1",0,1,0,0
"OXCT2",0,1,0,0
"P3H1",0,1,0,1
"PA2G4",0,1,0,0
"PANK2",0,1,0,0
"PAQR6",0,1,0,0
"PARP10",0,1,0,0
"PASK",0,1,0,0
"PAX8",0,1,0,0
"PAXIP1",0,1,0,1
"PCDHB13",0,1,0,0
"PDCD6",0,1,0,0
"PDE1B",0,1,0,0
"PDHA1",0,1,0,0
"PDLIM7",0,1,0,0
"PELP1",0,1,0,0
"PES1",0,1,0,0
"PEX14",0,1,0,0
"PHB",0,1,0,1
"PHETA2",0,1,0,0
"PHLDA3",0,1,0,0
"PHLDB3",0,1,0,0
"PIGQ",0,1,0,0
"PIGS",0,1,0,0
"PIH1D1",0,1,0,0
"PILRA",0,1,0,0
"PKD1",0,1,0,0
"PKD1P5",0,1,0,0
"PKNOX1",0,1,0,0
"PLCD4",0,1,0,0
"PLD6",0,1,0,0
"PLEKHA7",0,1,0,0
"PLEKHO2",0,1,0,0
"PLOD1",0,1,0,0
"PLXNA4",0,1,0,0
"PMFBP1",0,1,0,0
"POFUT1",0,1,0,0
"POLR3H",0,1,0,0
"POTEI",0,1,1,0
"PPP1R12B",0,1,0,0
"PPP1R16A",0,1,0,0
"PPP5C",0,1,0,0
"PRKAR1B",0,1,0,0
"PRKCQ-AS1",0,1,0,0
"PRMT7",0,1,0,0
"PROSER3",0,1,0,0
"PRR19",0,1,0,0
"PRRT3",0,1,0,0
"PRXL2B",0,1,0,0
"PSKH1",0,1,0,0
"PTN",0,1,0,0
"PTPRF",0,1,0,0
"PTRH1",0,1,0,0
"PUF60",0,1,0,1
"PUS1",0,1,0,0
"PVR",0,1,0,0
"PXMP4",0,1,0,0
"RABEP2",0,1,0,0
"RAPGEFL1",0,1,0,0
"RARRES3",0,1,0,1
"RASA4",0,1,0,0
"RASA4B",0,1,0,0
"RASGRP4",0,1,0,0
"RBKS",0,1,0,0
"RBM28",0,1,0,0
"RBM34",0,1,1,0
"RCC1L",0,1,0,0
"RDH10",0,1,0,0
"RDM1",0,1,0,0
"RGS14",0,1,0,0
"RHBDF1",0,1,0,0
"RIMS3",0,1,0,0
"RNF219-AS1",0,1,0,0
"RNF227",0,1,0,0
"RNF26",0,1,0,0
"RNH1",0,1,0,0
"ROBO3",0,1,0,0
"RPAP1",0,1,0,0
"RPS6KL1",0,1,0,0
"RPUSD2",0,1,0,0
"RRNAD1",0,1,0,0
"RRP1",0,1,0,0
"RRP7A",0,1,0,0
"RRP9",0,1,0,0
"RTEL1",0,1,0,0
"RTEL1-TNFRSF6B",0,1,0,0
"RTL10",0,1,0,0
"RTTN",0,1,0,0
"RUFY1",0,1,0,0
"RUSC1-AS1",0,1,0,0
"SARDH",0,1,0,0
"SCAP",0,1,0,0
"SCARB1",0,1,0,0
"SCRIB",0,1,0,1
"SEH1L",0,1,0,0
"SEMA3E",0,1,0,0
"SEMA4B",0,1,0,0
"SFN",0,1,0,0
"SGMS1",0,1,0,0
"SHANK2",0,1,0,0
"SHROOM1",0,1,0,0
"SLC25A13",0,1,0,0
"SLC27A2",0,1,0,0
"SLC2A4RG",0,1,0,0
"SLC36A1",0,1,0,0
"SLC37A4",0,1,0,0
"SLC38A7",0,1,0,0
"SLC4A2",0,1,0,0
"SLC4A4",0,1,0,0
"SLC5A6",0,1,0,0
"SLC9A3",0,1,0,0
"SLC9A5",0,1,0,0
"SLFNL1-AS1",0,1,0,0
"SMARCA4",0,1,0,0
"SMARCD3",0,1,0,0
"SNRK-AS1",0,1,0,0
"SNRNP35",0,1,0,0
"SNRPG",0,1,0,0
"SNX8",0,1,0,0
"SOX12",0,1,0,0
"SPARC",0,1,0,0
"SPATA5",0,1,0,1
"SPATC1L",0,1,0,0
"SPNS1",0,1,0,0
"SPPL2B",0,1,0,0
"SPTBN5",0,1,0,0
"SREBF1",0,1,1,0
"SRGAP2",0,1,0,0
"STAG3",0,1,0,0
"STAG3L3",0,1,0,0
"STAMBPL1",0,1,0,0
"STAP2",0,1,0,0
"STX1A",0,1,0,0
"STXBP4",0,1,0,0
"SUOX",0,1,0,0
"SVOP",0,1,0,0
"SYNJ2",0,1,0,0
"TACC2",0,1,0,0
"TAF4",0,1,0,0
"TAF6",0,1,0,1
"TANGO6",0,1,0,0
"TAOK2",0,1,0,0
"TBC1D24",0,1,0,0
"TBCD",0,1,0,0
"TBL3",0,1,0,0
"TBRG4",0,1,0,0
"TCHP",0,1,0,0
"TELO2",0,1,0,0
"TEPSIN",0,1,0,0
"TESMIN",0,1,0,0
"TFAP4",0,1,0,0
"THAP4",0,1,0,0
"THEM6",0,1,0,0
"THOC5",0,1,0,0
"THOP1",0,1,0,0
"TIAF1",0,1,0,0
"TIGD4",0,1,0,0
"TLCD1",0,1,0,0
"TM6SF1",0,1,0,0
"TMCC1-AS1",0,1,0,0
"TMEM171",0,1,0,0
"TMEM173",0,1,0,0
"TMEM184A",0,1,0,0
"TMEM231",0,1,0,0
"TMEM237",0,1,1,0
"TMEM43",0,1,0,0
"TMEM80",0,1,0,0
"TNFRSF14-AS1",0,1,0,0
"TOMM40",0,1,0,0
"TOP3A",0,1,1,0
"TPRA1",0,1,0,0
"TRAP1",0,1,0,0
"TRIM25",0,1,0,0
"TRIM41",0,1,0,0
"TRIM61",0,1,0,0
"TRIM65",0,1,0,0
"TRIOBP",0,1,0,0
"TRMT44",0,1,0,0
"TRMT61A",0,1,0,0
"TSC2",0,1,0,0
"TSHZ1",0,1,0,0
"TSR1",0,1,1,0
"TSTA3",0,1,0,0
"TSTD1",0,1,0,0
"TTC21A",0,1,0,0
"TTC4",0,1,0,0
"TTLL5",0,1,0,0
"U62317.2",0,1,0,0
"UBE2Q2P1",0,1,0,0
"UBIAD1",0,1,0,0
"UBTF",0,1,0,0
"UCK2",0,1,1,0
"ULBP1",0,1,0,0
"UPK3B",0,1,0,0
"UROS",0,1,0,0
"USP5",0,1,0,0
"UTS2B",0,1,0,0
"VARS2",0,1,0,0
"VAV1",0,1,0,1
"VPS33A",0,1,0,0
"VRK3",0,1,0,0
"VWCE",0,1,0,0
"WASH5P",0,1,0,0
"WDR18",0,1,0,0
"WDR24",0,1,0,0
"WDR34",0,1,0,0
"WDR53",0,1,0,0
"WDR81",0,1,0,0
"WRNIP1",0,1,0,0
"XKR6",0,1,0,0
"XPO5",0,1,0,0
"YDJC",0,1,0,0
"YEATS2",0,1,0,0
"YIF1B",0,1,0,0
"YJU2",0,1,0,0
"YWHAG",0,1,0,0
"Z99127.3",0,1,0,0
"ZBTB12",0,1,0,0
"ZBTB3",0,1,0,0
"ZBTB9",0,1,0,0
"ZC3H7B",0,1,0,0
"ZC3HC1",0,1,0,0
"ZCCHC4",0,1,0,0
"ZCCHC9",0,1,0,0
"ZDHHC11",0,1,0,0
"ZFAT",0,1,0,0
"ZFP64",0,1,0,0
"ZFYVE28",0,1,0,0
"ZHX3",0,1,0,0
"ZKSCAN5",0,1,0,0
"ZMYM3",0,1,0,0
"ZNF142",0,1,0,0
"ZNF174",0,1,0,0
"ZNF180",0,1,0,0
"ZNF205",0,1,0,0
"ZNF212",0,1,0,0
"ZNF337",0,1,0,0
"ZNF343",0,1,0,0
"ZNF346",0,1,0,0
"ZNF445",0,1,0,0
"ZNF501",0,1,0,0
"ZNF572",0,1,0,0
"ZNF692",0,1,0,0
"ZNF775",0,1,0,0
"ZNF783",0,1,0,0
"ZNF786",0,1,0,0
"ZNF862",0,1,0,0
"ZNRD1",0,1,0,0
"ZRANB3",0,1,0,0
"ZSCAN22",0,1,0,0
"ZSWIM1",0,1,0,0
"ABCE1",0,0,1,0
"AC025423.1",0,0,1,0
"AC106882.1",0,0,1,0
"AC126474.2",0,0,1,0
"AC138894.1",0,0,1,0
"AC139792.2",0,0,1,0
"ACAP2",0,0,1,0
"ACBD6",0,0,1,0
"ADSS",0,0,1,0
"AHCTF1",0,0,1,0
"AL390728.4",0,0,1,0
"AL591030.1",0,0,1,0
"ALDH9A1",0,0,1,0
"ANGEL2",0,0,1,0
"ANKRD30BL",0,0,1,0
"ANKRD45",0,0,1,0
"AP1S2",0,0,1,0
"APOOL",0,0,1,0
"BCLAF3",0,0,1,0
"BROX",0,0,1,0
"BX571818.1",0,0,1,0
"C12orf49",0,0,1,0
"C2CD5",0,0,1,0
"CASP8",0,0,1,0
"CD55",0,0,1,0
"CDC73",0,0,1,0
"CEP135",0,0,1,0
"CEP170",0,0,1,0
"CERNA2",0,0,1,0
"CFAP69",0,0,1,0
"CHTOP",0,0,1,0
"CNIH4",0,0,1,0
"COMMD2",0,0,1,0
"COP1",0,0,1,0
"CSNK2A1",0,0,1,0
"DDX52",0,0,1,0
"DDX59",0,0,1,0
"DESI2",0,0,1,0
"DNAH7",0,0,1,0
"DNM1L",0,0,1,0
"DPY19L2P1",0,0,1,0
"DSTYK",0,0,1,0
"ESF1",0,0,1,0
"FAR2P1",0,0,1,0
"FBXO28",0,0,1,0
"FCRL1",0,0,1,0
"FUT3",0,0,1,0
"FZD7",0,0,1,0
"GPATCH2",0,0,1,0
"GPR89A",0,0,1,0
"GUF1",0,0,1,1
"HIST1H3G",0,0,1,0
"HIST1H4H",0,0,1,0
"HIST2H3C",0,0,1,0
"KLHL12",0,0,1,0
"KLHL20",0,0,1,0
"MBTPS2",0,0,1,0
"MDM1",0,0,1,0
"MED20",0,0,1,0
"METTL18",0,0,1,0
"MPHOSPH9",0,0,1,0
"MST1R",0,0,1,0
"MYO6",0,0,1,0
"NAA15",0,0,1,0
"NAV1",0,0,1,0
"NEK7",0,0,1,0
"NFATC2IP",0,0,1,0
"NPIPB2",0,0,1,0
"NSD2",0,0,1,0
"NT5DC3",0,0,1,0
"PALB2",0,0,1,0
"PDCD10",0,0,1,1
"PFKFB2",0,0,1,0
"PIAS3",0,0,1,0
"PIGC",0,0,1,0
"PKD1P1",0,0,1,0
"PM20D1",0,0,1,0
"PNPT1P1",0,0,1,0
"POLR2D",0,0,1,0
"PPM1L",0,0,1,0
"PPP1R12A",0,0,1,0
"RAB36",0,0,1,0
"RAB3GAP2",0,0,1,0
"RAP1GDS1",0,0,1,0
"RBM8A",0,0,1,0
"RCOR3",0,0,1,0
"RFX5",0,0,1,0
"RGS5",0,0,1,0
"RHOQ",0,0,1,0
"RNF2",0,0,1,0
"RNPEP",0,0,1,0
"RPL23AP82",0,0,1,0
"SBNO1",0,0,1,0
"SCO1",0,0,1,0
"SEPT11",0,0,1,1
"SHROOM4",0,0,1,0
"SMC6",0,0,1,0
"SMG7",0,0,1,0
"SNX27",0,0,1,0
"SRSF1",0,0,1,0
"SSPN",0,0,1,0
"STX6",0,0,1,0
"TIMM17A",0,0,1,0
"TMCO1",0,0,1,0
"TMEM154",0,0,1,0
"TMEM183A",0,0,1,0
"TMEM206",0,0,1,0
"TPR",0,0,1,0
"TRIM37",0,0,1,0
"TSNAX",0,0,1,0
"TTL",0,0,1,0
"UBAP2L",0,0,1,0
"UCHL5",0,0,1,0
"UHRF1BP1L",0,0,1,0
"USP46",0,0,1,0
"USP49",0,0,1,0
"ABCB7",0,0,0,1
"AC022031.2",0,0,0,1
"ACAT2",0,0,0,1
"ADAMTS15",0,0,0,1
"AK8",0,0,0,1
"AP3D1",0,0,0,1
"APOBEC3C",0,0,0,1
"APOBEC3G",0,0,0,1
"ARPC2",0,0,0,1
"ATP7A",0,0,0,1
"ATPAF2",0,0,0,1
"BARD1",0,0,0,1
"BRD8",0,0,0,1
"BTN2A2",0,0,0,1
"CDC23",0,0,0,1
"CDC25B",0,0,0,1
"CDK5RAP2",0,0,0,1
"CHCHD3",0,0,0,1
"CNOT1",0,0,0,1
"CNOT6",0,0,0,1
"CNOT9",0,0,0,1
"COPS3",0,0,0,1
"CSTB",0,0,0,1
"CUL1",0,0,0,1
"CX3CR1",0,0,0,1
"DCAF15",0,0,0,1
"DCAF7",0,0,0,1
"DNAJC11",0,0,0,1
"DNAJC9",0,0,0,1
"DNPEP",0,0,0,1
"DRG2",0,0,0,1
"ERAL1",0,0,0,1
"ERCC3",0,0,0,1
"GOSR2",0,0,0,1
"GPKOW",0,0,0,1
"GSDMD",0,0,0,1
"GTF3C1",0,0,0,1
"HDAC6",0,0,0,1
"HRASLS2",0,0,0,1
"HTT",0,0,0,1
"IK",0,0,0,1
"ITGB5",0,0,0,1
"IWS1",0,0,0,1
"JAKMIP2",0,0,0,1
"LAS1L",0,0,0,1
"MAP3K4",0,0,0,1
"MBOAT1",0,0,0,1
"MCM3AP",0,0,0,1
"MED12",0,0,0,1
"MROH1",0,0,0,1
"MRPL39",0,0,0,1
"MRPS5",0,0,0,1
"MRPS7",0,0,0,1
"MSMO1",0,0,0,1
"NCAPH2",0,0,0,1
"NDUFV2",0,0,0,1
"NMT1",0,0,0,1
"NONO",0,0,0,1
"PBDC1",0,0,0,1
"POU6F2",0,0,0,1
"PPP2R5D",0,0,0,1
"PSMB9",0,0,0,1
"PSMC5",0,0,0,1
"SMARCD2",0,0,0,1
"SNRNP200",0,0,0,1
"SOD1",0,0,0,1
"SQLE",0,0,0,1
"STIP1",0,0,0,1
"SUCLG1",0,0,0,1
"SYCP3",0,0,0,1
"TAF15",0,0,0,1
"TBC1D27P",0,0,0,1
"TOP1MT",0,0,0,1
"TRRAP",0,0,0,1
"UBA1",0,0,0,1
"UBA3",0,0,0,1
"UBE3C",0,0,0,1
"USP37",0,0,0,1
"XPO1",0,0,0,1
"XRCC1",0,0,0,1
"XRCC5",0,0,0,1
