"","Up-regulated","Down-regulated"
"P0200-01-A776-U133Plus-2.CEL",0.270012137371165,-0.29560520132352
"P0202-01-A786-U133Plus-2.CEL",0.296586622593817,-0.29354948601049
"P0208-01-A823-U133Plus-2.CEL",0.167178962504148,-0.163055378167991
"P0212-01-A838-U133Plus-2.CEL",-0.228597756699247,0.171675440821894
"P0213-01-A840-U133Plus-2.CEL",-0.202441238295433,0.195018262391067
"P0215-01-A862-U133Plus-2.CEL",0.365919070419245,-0.355152339005845
"P0221-01-A882-U133Plus-2.CEL",-0.141698711176844,-0.214614420193779
"P0222-01-A893-U133Plus-2.CEL",-0.178388697902585,0.159255273551465
"P0226-01-A901-U133Plus-2.CEL",0.383506656047332,-0.366406338972233
"P0232-01-A932-U133Plus-2.CEL",-0.20335521106805,0.29137126329588
"P0237-01-A953-U133Plus-2.CEL",-0.406825223359792,0.390551718635021
"P0239-01-A956-U133Plus-2.CEL",-0.352077726451095,0.368822384934353
"P0241-01-A969-U133Plus-2.CEL",-0.200448190069034,0.125755977102738
"P0249-01-A990-U133Plus-2.CEL",0.179887841910502,-0.168801001139206
"P0250-01-A992-U133Plus-2.CEL",-0.196104149511296,0.142618772811565
"P0251-01-A994-U133Plus-2.CEL",-0.30370513367739,0.277524133754396
"P0254-01-B13-U133Plus-2.CEL",-0.194519020115515,0.222749570459299
"P0255-01-B14-U133Plus-2.CEL",0.22611270896998,-0.176314157085845
"P0256-01-B16-U133Plus-2.CEL",-0.231540625382201,0.288372130785758
"P0259-01-B22-U133Plus-2.CEL",0.239966774181013,-0.240105594774993
"P0260-01-B33-U133Plus-2.CEL",-0.331150296638102,0.217470963184955
"P0265-01-B78-U133Plus-2.CEL",-0.302756725321728,0.272962787029939
"P0266-01-B79-U133Plus-2.CEL",0.409185101153337,-0.364734013460216
"P0270-01-B91-U133Plus-2.CEL",0.173924151180404,-0.152123097650471
"P0271-01-B95-U133Plus-2.CEL",-0.222170665367597,0.277772740293549
"P0272-01-B96-U133Plus-2.CEL",-0.189647330892272,0.185492250660658
"P0274-01-A993-U133Plus-2.CEL",-0.288185557409492,0.289298998733372
"P0276-01-B120-U133Plus-2.CEL",-0.371571367076802,0.307741613989907
"P0277-01-B123-U133Plus-2.CEL",-0.250947306316605,0.230262611557165
"P0278-01-B133-U133Plus-2.CEL",-0.18906661944674,0.19923891467614
"P0279-01-B132-U133Plus-2.CEL",0.257066507884955,-0.189431198448631
"P0280-01-B135-U133Plus-2.CEL",0.331052330241612,-0.324506372377044
"P0281-01-B136-U133Plus-2.CEL",-0.385934666229652,0.330699971783262
"P0283-01-B147-U133Plus-2.CEL",0.28575208913649,-0.28167514218485
"P0285-01-B127-U133Plus-2.CEL",-0.325967879846835,0.31163366229148
"P0286-01-B157-U133Plus-2.CEL",0.200640093382831,-0.210127604019897
"P0288-01-B169-U133Plus-2.CEL",-0.402295320025,0.344486487562982
"P0291-01-B172-U133Plus-2.CEL",-0.271573253435717,0.216506954411504
"P0296-01-B187-U133Plus-2.CEL",-0.222804588456088,0.200071450507021
"P0299-01-B208-U133Plus-2.CEL",-0.245927694143919,0.233938963989584
"P0301-01-B211-U133Plus-2.CEL",0.334268050899391,-0.289420624833024
"P0303-01-B218-U133Plus-2.CEL",0.240845806848472,-0.278793299030084
"P0307-01-B234-U133Plus-2.CEL",-0.220974254798723,0.285098773406907
"P0308-01-B235-U133Plus-2.CEL",0.400477852448669,-0.361635072251183
"P0313-01-B260-U133Plus-2.CEL",-0.266672081024269,0.236953364824301
"P0314-01-B267-U133Plus-2.CEL",-0.234970409796405,0.178577048691538
"P0324-01-B287-U133Plus-2.CEL",0.462752913088408,-0.399705938978045
"P0330-01-B300-U133Plus-2.CEL",-0.16537676579218,0.177299943306242
"P0332-01-B302-U133Plus-2.CEL",-0.39126173729254,0.302746357321804
"P0335-01-B312-U133Plus-2.CEL",-0.426361526461972,0.376989353794686
"P0340-01-B324-U133Plus-2.CEL",0.17742435922143,-0.185515482167035
"P0343-01-B333-U133Plus-2.CEL",-0.403092353648924,0.450504677997163
"P0347-01-B346-U133Plus-2.CEL",-0.326739524390695,0.271609521314106
"P0349-01-B347-U133Plus-2.CEL",0.241913743440003,-0.261274046637481
"P0352-01-B352-U133Plus-2.CEL",-0.270115633672526,0.239107134507929
"P0354-01-B361-U133Plus-2.CEL",-0.277832381174459,0.302136888325735
"P0355-01-B354-U133Plus-2.CEL",-0.395232333010649,0.403939556751553
"P0357-01-B359-U133Plus-2.CEL",0.13956305287794,-0.193314426860079
"P0364-01-B383-U133Plus-2.CEL",0.198474874837753,-0.168375963914704
"P0365-01-B379-U133Plus-2.CEL",-0.230864262576592,0.259363118105814
"P0366-01-B382-U133Plus-2.CEL",-0.352227983828441,0.259281331628323
"P0368-01-B385-U133Plus-2.CEL",-0.444413724958345,0.431455997564355
"P0371-01-B395-U133Plus-2.CEL",0.286246194438806,-0.321973879059906
"P0374-01-B397-U133Plus-2.CEL",-0.293029369442497,0.252215392595011
"P0381-01-B409-U133Plus-2.CEL",0.214496612757959,-0.219699971684699
"P0385-01-B374-U133Plus-2.CEL",0.385743255883563,-0.3780267034517
"P0387-01-B418-U133Plus-2.CEL",-0.234369644600311,0.147685732733192
"P0390-01-B423-U133Plus-2.CEL",-0.183449250721601,0.212192299501121
"P0391-01-B424-U133Plus-2.CEL",-0.249656341755924,0.316262008158968
"P0392-01-B427-U133Plus-2.CEL",-0.144059047310697,0.182596064835419
"P0393-01-B433-U133Plus-2.CEL",0.236983502781508,-0.172328864454807
"P0397-01-B440-U133Plus-2.CEL",0.183512447104571,-0.179091259294247
"P0399-01-B442-U133Plus-2.CEL",-0.348387515290804,0.281741500345423
"P0401-01-B444-U133Plus-2.CEL",-0.197801237494476,0.233766783182638
"P0405-01-B449-U133Plus-2.CEL",0.169548353868706,-0.163456507582801
"P0408-01-B457-U133Plus-2.CEL",-0.292440314560779,0.194957121551081
"P0415-01-B480-U133Plus-2.CEL",0.425543265862921,-0.365049567626917
"P0418-01-B487-U133Plus-2.CEL",-0.290570566995993,0.308809998567401
"P0420-01-B366-U133Plus-2.CEL",-0.389529664398921,0.35696083167925
"P0421-01-B491-U133Plus-2.CEL",0.212754876633344,-0.17411172753625
"P0426-01-B497-U133Plus-2.CEL",0.238871718654872,-0.114767990537519
"P0427-01-B498-U133Plus-2.CEL",-0.329624368801541,0.275227913221038
"P0433-01-B517-U133Plus-2.CEL",-0.412059738643436,0.432309719979776
"P0434-01-B522-U133Plus-2.CEL",-0.346664779848785,0.346932436103553
"P0438-01-B529-U133Plus-2.CEL",0.315566802375527,-0.273927291491644
"P0440-01-B531-U133Plus-2.CEL",-0.388436698441867,0.366366730860519
"P0446-01-B540-U133Plus-2.CEL",-0.49691608362311,0.534592248169912
"P0447-01-B544-U133Plus-2.CEL",-0.284336637106591,0.200450795594095
"P0451-01-B549-U133Plus-2.CEL",0.197038002056081,0.137276980925079
"P0454-01-B559-U133Plus-2.CEL",-0.194391941111069,0.217373486906603
"P0457-01-B567-U133Plus-2.CEL",0.257833599149388,-0.161962698148377
"P0463-01-B585-U133Plus-2.CEL",-0.376656327314353,0.337365007798888
"P0465-01-B587-U133Plus-2.CEL",-0.266537990423518,0.242529505695607
"P0474-01-B614-U133Plus-2.CEL",0.295040550849159,-0.320204747025324
"P0478-01-B608-U133Plus-2.CEL",0.157312649821197,-0.184579280913391
"P0480-01-B616-U133Plus-2.CEL",-0.342796417126752,0.348506040268456
"P0481-01-B617-U133Plus-2.CEL",-0.325871989214008,0.271680492140603
"P0482-01-B618-U133Plus-2.CEL",-0.464037164010358,0.377138432390198
"P0487-01-B653-U133Plus-2.CEL",-0.243392890034997,0.204621042761675
"P0490-01-B639-U133Plus-2.CEL",-0.436555559634375,0.407618626055263
"P0492-02-B632-U133Plus-2.CEL",-0.426112181467884,0.380859820943328
"P0495-01-B659-U133Plus-2.CEL",-0.397997146097838,0.362402312707295
"P0501-01-B675-U133Plus-2.CEL",0.174893651773075,-0.141501061549762
"P0502-01-B678-U133Plus-2.CEL",-0.356876600371813,0.275856910563716
"P0503-01-B683-U133Plus-2.CEL",0.224562413288837,-0.179821541444011
"P0504-01-B690-U133Plus-2.CEL",0.325709081249288,-0.292486718013966
"P0508-01-B697-U133Plus-2.CEL",-0.161900189091988,-0.133619552295785
"P0510-01-B703-U133Plus-2.CEL",0.175837488711767,-0.186736366928769
"P0511-01-B707-U133Plus-2.CEL",0.173899829577731,-0.1785988609904
"P0517-01-B715-U133Plus-2.CEL",-0.421282357933722,0.384518670304412
"P0521-02-D162-U133Plus-2.CEL",0.309661512351499,-0.302163515118725
"P0522-01-B730-U133Plus-2.CEL",-0.490875670952441,0.489442473165649
"P0526-01-B738-U133Plus-2.CEL",-0.198907882241216,0.214169971644994
"P0535-01-B765-U133Plus-2.CEL",-0.264043124437182,0.100340758473051
"P0536-01-B763-U133Plus-2.CEL",-0.434317337400759,0.451783921946149
"P0538-01-B760-U133Plus-2.CEL",-0.210775564030367,0.144752823802413
"P0541-01-B792-U133Plus-2.CEL",-0.236148900950841,0.212068161046153
"P0549-01-B776-U133Plus-2.CEL",-0.521881752807397,0.501010655430589
"P0556-01-B807-U133Plus-2.CEL",-0.395239857601072,0.298159056070081
"P0559-01-B814-U133Plus-2.CEL",-0.419491926959945,0.369318446187589
"P0561-01-B827-U133Plus-2.CEL",-0.358049900129657,0.251371355528846
"P0562-01-B829-U133Plus-2.CEL",-0.535389588035038,0.495902251849896
"P0563-01-B831-U133Plus-2.CEL",-0.327539762393097,0.313269869102632
"P0564-01-B836-U133Plus-2.CEL",-0.500512876552654,0.440772333775838
"P0565-01-B840-U133Plus-2.CEL",-0.344978276994808,0.241281242856643
"P0566-01-B843-U133Plus-2.CEL",0.277178098676293,-0.187088706156221
"P0569-01-B853-U133Plus-2.CEL",-0.312622874576776,0.305142875853918
"P0575-01-B869-U133Plus-2.CEL",-0.524524894742942,0.499358609167174
"P0577-01-B877-U133Plus-2.CEL",0.199577982658325,0.142742808747225
"P0584-01-B895-U133Plus-2.CEL",-0.200202583675866,0.21050868215983
"P0592-01-B913-U133Plus-2.CEL",-0.312815156482294,0.286649080869115
"P0597-01-B918-U133Plus-2.CEL",-0.278148148148148,0.25596138377398
"P0598-01-B924-U133Plus-2.CEL",-0.445983932912865,0.360649099779589
"P0600-01-B925-U133Plus-2.CEL",-0.243659305993691,0.196713907694205
"P0604-01-B933-U133Plus-2.CEL",-0.403887876025524,0.330860293781541
"P0610-01-B949-U133Plus-2.CEL",-0.249098487298337,0.155613169542743
"P0614-01-B961-U133Plus-2.CEL",-0.193783110893433,0.210101224279077
"P0625-01-C25-U133Plus-2.CEL",0.475944955152778,-0.445026867724967
"P0630-01-C66-U133Plus-2.CEL",-0.254555735340674,0.176636846447781
"P0631-01-C61-U133Plus-2.CEL",-0.320145852324522,0.281410462549149
"P0635-01-C75-U133Plus-2.CEL",-0.376834716017869,0.397406211481543
"P0636-01-C46-U133Plus-2.CEL",-0.224841498559078,0.203239511642783
"P0640-01-C085-U133Plus-2.CEL",0.420950868671773,-0.426657562407299
"P0642-01-C91-U133Plus-2.CEL",-0.141238930763211,0.195082062749534
"P0647-01-C94-U133Plus-2.CEL",0.20339623323573,-0.15908855030084
"P0649-01-C40-U133Plus-2.CEL",-0.288244591777452,0.149604400173088
"P0651-01-C97-U133Plus-2.CEL",-0.152705419066651,-0.147624828800255
"P0653-01-C42-U133Plus-2.CEL",-0.254320077705405,0.222409963134512
"P0655-01-C49-U133Plus-2.CEL",-0.376388204525642,0.346440005428546
"P0657-01-C14-U133Plus-2.CEL",-0.36132944651145,0.349849219699904
"P0658-01-B967-U133Plus-2.CEL",-0.231994578290253,0.207984082880395
"P0659-01-B957-U133Plus-2.CEL",0.229954457840432,-0.18410154762661
"P0663-01-C52-U133Plus-2.CEL",-0.42029041246419,0.447776064029347
"P0665-01-C143-U133Plus-2.CEL",-0.432767803710354,0.434139941013911
"P0666-01-C104-U133Plus-2.CEL",0.355117563368153,-0.311307562819357
"P0667-01-C98-U133Plus-2.CEL",-0.161766494255143,0.20682117208745
"P0669-01-C95-U133Plus-2.CEL",-0.245081242170001,0.236401628138205
"P0670-01-C132-U133Plus-2.CEL",-0.284704581603756,0.290982513342949
"P0672-01-C147-U133Plus-2.CEL",-0.370284320506754,0.27338594538689
"P0673-01-C144-U133Plus-2.CEL",0.370352875089368,-0.279259599222764
"P0675-02-D409-U133Plus-2.CEL",0.166410884406217,-0.193148659234108
"P0678-01-C118-U133Plus-2.CEL",0.387266642763236,-0.391274605376626
"P0681-01-C86-U133Plus-2.CEL",-0.259159039537555,0.229671142126967
"P0684-01-C114-U133Plus-2.CEL",-0.298623579810021,0.269503013591511
"P0686-01-C122-U133Plus-2.CEL",-0.233838688216648,0.256542048267163
"P0689-01-C180-U133Plus-2.CEL",-0.16540999057493,0.161108186919858
"P0691-01-C189-U133Plus-2.CEL",0.199616302264638,-0.182170109744669
"P0692-01-C192-U133Plus-2.CEL",-0.186547307508017,0.134087679585351
"P0695-01-C220-U133Plus-2.CEL",0.397130184656234,-0.416835240150181
"P0698-01-C234-U133Plus-2.CEL",0.182484889842074,-0.205540529633302
"P0702-01-C171-U133Plus-2.CEL",-0.188523790307789,0.171410257791375
"P0705-01-C282-U133Plus-2.CEL",0.191460451654671,-0.154353504242241
"P0707-01-C226-U133Plus-2.CEL",0.235457640624434,-0.178705890606365
"P0712-01-C271-U133Plus-2.CEL",-0.308217329824424,0.297496732538538
"P0713-01-C272-U133Plus-2.CEL",-0.34336004731025,0.370972776197685
"P0718-01-C250-U133Plus-2.CEL",-0.232192569615289,0.126168940233034
"P0722-01-C290-U133Plus-2.CEL",0.140745707945653,-0.182597068051412
"P0723-01-C277-U133Plus-2.CEL",0.203180857806887,-0.289043366418152
"P0724-01-C258-U133Plus-2.CEL",0.498193154924449,-0.406666326773938
"P0725-01-C278-U133Plus-2.CEL",0.123798503140731,-0.251978569007578
"P0727-01-C297-U133Plus-2.CEL",-0.382545185004671,0.406617989832992
"P0730-01-Fake1-U133Plus-2.CEL",-0.306150159100979,0.33311373749634
"P0731-02-C350-U133Plus-2.CEL",-0.241538804819668,0.314903061122478
"P0733-01-C306-U133Plus-2.CEL",-0.266895022586929,0.318499741194971
"P0734-01-C311-U133Plus-2.CEL",0.366334058365053,-0.317850181423199
"P0735-01-C326-U133Plus-2.CEL",-0.293421550094518,0.350942701903134
"P0737-01-C330-U133Plus-2.CEL",-0.33075356818092,0.394751801495479
"P0739-01-C341-U133Plus-2.CEL",-0.319578909585522,0.293787590149115
"P0740-01-C343-U133Plus-2.CEL",0.315471813066695,-0.201068724523064
"P0741-01-C323-U133Plus-2.CEL",-0.152364565787928,-0.157060868680874
"P0746-01-C401-U133Plus-2.CEL",0.516170954770293,-0.477743083974465
"P0748-01-C393-U133Plus-2.CEL",0.181787761067733,0.182489109487389
"P0749-01-C394-U133Plus-2.CEL",0.308299678836428,-0.24108215422506
"P0750-01-C372-U133Plus-2.CEL",-0.404196342451484,0.38348235852072
"P0753-01-C413-U133Plus-2.CEL",-0.293467039068547,0.179162175750083
"P0755-01-C436-U133Plus-2.CEL",0.298295762114864,-0.24310967902729
"P0758-01-C467-U133Plus-2.CEL",-0.275221072436501,0.255803904684926
"P0760-01-C342-U133Plus-2.CEL",-0.369205506268483,0.429866572262079
"P0762-01-C375-U133Plus-2.CEL",0.215114964406715,-0.191572638720289
"P0766-01-C517-U133Plus-2.CEL",-0.300208925256658,0.273823908365065
"P0767-01-C348-U133Plus-2.CEL",-0.41537253089985,0.402338713861088
"P0768-01-C363-U133Plus-2.CEL",0.192937716667316,-0.217898095093668
"P0769-01-C499-U133Plus-2.CEL",0.171260263509643,-0.145786597441483
"P0770-01-C497-U133Plus-2.CEL",-0.113588328404216,0.197539077123906
"P0772-01-C519-U133Plus-2.CEL",0.128548937232228,0.205531905595997
"P0774-01-C511-U133Plus-2.CEL",0.25568205108741,-0.243871182271655
"P0775-01-C500-U133Plus-2.CEL",-0.383678326721962,0.420795323672768
"P0777-01-C414-U133Plus-2.CEL",0.347175180905065,-0.292275760230624
"P0778-01-C427-U133Plus-2.CEL",-0.23841007278247,0.259551101107283
"P0779-01-C501-U133Plus-2.CEL",0.196377428273906,-0.121407430390347
"P0782-01-C451-U133Plus-2.CEL",0.23590304079645,-0.160460902166512
"P0783-01-C461-U133Plus-2.CEL",-0.298024431797586,0.263860085829647
"P0789-01-C458-U133Plus-2.CEL",0.334883421120483,-0.335616402945448
"P0797-01-C469-U133Plus-2.CEL",0.319417283559637,-0.326024789279822
"P0798-01-C389-U133Plus-2.CEL",0.28638004043795,-0.287413863022858
"P0804-01-C545-U133Plus-2.CEL",-0.16457017118562,0.140328663750671
"P0806-01-C527-U133Plus-2.CEL",0.406575029066496,-0.390637821079525
"P0807-01-C562-U133Plus-2.CEL",0.265943154816304,-0.196291219069317
"P0821-01-C606-U133Plus-2.CEL",-0.187163018307336,0.268908876030484
"P0822-01-C598-U133Plus-2.CEL",-0.283625736480655,0.248452833412294
"P0830-01-C596-U133Plus-2.CEL",-0.306845022946027,0.341674896058069
"P0834-01-C602-U133Plus-2.CEL",0.383900958088554,-0.337867849935469
"P0842-01-C637-U133Plus-2.CEL",0.20006644328523,-0.14646191035876
"P0845-01-C649-U133Plus-2.CEL",0.428125199900494,-0.369600933148528
"P0846-01-C633-U133Plus-2.CEL",-0.204246650689506,0.219769311395159
"P0854-01-C619-U133Plus-2.CEL",-0.248554862530022,0.156568778728468
"P0864-01-C645-U133Plus-2.CEL",-0.213163728158404,0.220714330486504
"P0871-01-C714-U133Plus-2.CEL",-0.279440600909271,0.334992368000718
"P0889-01-C671-U133Plus-2.CEL",-0.331897505830271,0.348564800484401
"P0890-01-C657-U133Plus-2.CEL",0.286641848110436,-0.304789646253959
"P0896-01-C711-U133Plus-2.CEL",-0.207925624168112,0.251872086945725
"P0907-01-C859-U133Plus-2.CEL",0.313732394366197,-0.283942978474774
"P0908-01-C702-U133Plus-2.CEL",0.230256528951124,-0.226826373317686
"P0911-01-C725-U133Plus-2.CEL",0.256230444891043,-0.288938794757528
"P0912-01-C555-U133Plus-2.CEL",-0.360699809457821,0.24100047681258
"P0913-01-C741-U133Plus-2.CEL",0.166330533942612,-0.22000681956923
"P0915-01-C547-U133Plus-2.CEL",0.541418911608785,-0.477042172706503
"P0916-01-C823-U133Plus-2.CEL",-0.156397363028265,0.181191772231185
"P0917-01-C821-U133Plus-2.CEL",-0.178366262780628,0.119789760853071
"P0918-01-C789-U133Plus-2.CEL",0.183855650522317,-0.182172566454134
"P0919-02-C490-U133Plus-2.CEL",-0.176757101310705,0.215870608526115
"P0920-01-C693-U133Plus-2.CEL",0.228022780958482,-0.254776115722304
"P0921-01-C769-U133Plus-2.CEL",-0.210307744810696,0.267156196427966
"P0923-01-C788-U133Plus-2.CEL",-0.359732153827252,0.341561327977549
"P0924-01-C899-U133Plus-2.CEL",-0.317887338740178,0.407034752308766
"P0927-03-C787-U133Plus-2.CEL",-0.184378394689198,0.166106172314496
"P0930-01-C574-U133Plus-2.CEL",0.174393908793472,-0.184290429631214
"P0931-01-C648-U133Plus-2.CEL",-0.258660612101746,0.219313671355695
"P0934-01-C764-U133Plus-2.CEL",-0.445935487694071,0.415955004816494
"P0935-02-C847-U133Plus-2.CEL",0.19072894106919,-0.201406907965854
"P0937-02-C826-U133Plus-2.CEL",0.552886344757846,-0.501707759870087
"P0939-02-C830-U133Plus-2.CEL",0.302537390903149,-0.320887771047304
"P0941-02-C782-U133Plus-2.CEL",-0.381420793690989,0.313239464814643
"P0954-01-C768-U133Plus-2.CEL",0.209628508530545,-0.156640776629311
"P0955-01-C950-U133Plus-2.CEL",-0.337929308426988,0.317379139714086
"P0957-01-C716-U133Plus-2.CEL",0.239552674423222,-0.266504847254275
"P0958-00-C922-U133Plus-2.CEL",0.360313269908653,-0.348670531200334
"P0959-00-C915-U133Plus-2.CEL",0.23486201267889,-0.202676290535394
"P0960-01-C933-U133Plus-2.CEL",-0.247043620188686,0.166425434745851
"P0961-01-C891-U133Plus-2.CEL",0.238449896597105,-0.145254298365637
"P0965-01-C860-U133Plus-2.CEL",-0.197978868181303,0.137854897333828
"P0966-01-C708-U133Plus-2.CEL",0.198697434541127,-0.166546799187474
"P0967-01-C704-U133Plus-2.CEL",0.393231070261731,-0.309841369640904
"P0969-01-C464-U133Plus-2.CEL",0.426670315635833,-0.389892492422214
"P0971-01-C885-U133Plus-2.CEL",-0.190429617979389,0.253807272581135
"P0972-01-C889-U133Plus-2.CEL",0.533237744067861,-0.494254817122306
"P0973-01-C948-U133Plus-2.CEL",-0.145170312437969,0.199692243390826
"P0975-01-C842-U133Plus-2.CEL",0.200831711054964,-0.259862894293933
"P0976-01-C848-U133Plus-2.CEL",-0.161427275543166,0.292066512026113
"P0977-01-C877-U133Plus-2.CEL",0.227042814979493,-0.19906022531766
"P0978-01-C884-U133Plus-2.CEL",-0.153642728545709,0.177356460586685
"P0979-01-C870-U133Plus-2.CEL",-0.198680274468988,0.195023267243101
"P0981-01-C890-U133Plus-2.CEL",0.343242173794394,-0.350228949497834
"P0984-01-C763-U133Plus-2.CEL",0.313444398789735,-0.298270528988057
"P0986-01-C780-U133Plus-2.CEL",-0.22197212040431,0.163037425632308
"P0990-02-C968-U133Plus-2.CEL",0.197456904900252,-0.213958262478351
"P0993-00-D003-U133Plus-2.CEL",0.439590521221972,-0.376820144941048
"P0995-02-D102-U133Plus-2.CEL",-0.275127050209956,0.233760514128331
"P0996-04-D062-U133Plus-2.CEL",0.219220061529112,-0.20308128469561
"P0997-02-D076-U133Plus-2.CEL",-0.2236778945782,0.234433280465033
