streed_initial_loss,streed_initial_loss01,streed_super_loss,streed_super_loss01,num_leaves,num_leaves01
0.726411006,0.716715415,0.726086015,0.716715415,8,4
0.672811708,0.750117272,0.659864903,0.750117272,8,4
0.694293773,0.719244956,0.697114342,0.719244956,8,4
0.69964582,0.699878833,0.69964582,0.699878833,6,3
0.647190398,0.69421713,0.647190398,0.69421713,7,3
0.671842193,0.673776108,0.698585479,0.673776108,7,4
0.686760692,0.700409463,0.686760692,0.700409463,7,3
0.659980051,0.638645683,0.659980051,0.638645683,6,4
0.673028684,0.698658523,0.673028684,0.698658523,7,3
0.641243919,0.693653,0.641243919,0.693653,8,4
0.663531448,0.666820542,0.663531448,0.666820542,7,3
0.63135643,0.660305344,0.63135643,0.660305344,7,4
0.67402428,0.611166851,0.67402428,0.611166851,7,3
0.654769547,0.675696495,0.654769547,0.675696495,7,4
0.701186511,0.681047044,0.693692756,0.681047044,6,4
0.682168809,0.693907211,0.682168809,0.693907211,8,4
0.690371739,0.686446548,0.690371739,0.686446548,8,4
0.664960679,0.680564224,0.664960679,0.680564224,6,3
0.675448536,0.682058546,0.689896128,0.682058546,6,4
0.635089895,0.662120273,0.635089895,0.662120273,7,4
0.683437678,0.697780307,0.701992032,0.697780307,8,4
0.706335809,0.697557956,0.706335809,0.697557956,8,4
0.711097411,0.680579531,0.710357583,0.680579531,8,4
0.7041939,0.699836601,0.7041939,0.699836601,7,3
0.62674314,0.612123257,0.62674314,0.612123257,7,3
0.695851528,0.689737991,0.695851528,0.689737991,7,3
0.66776635,0.698088492,0.66776635,0.698088492,6,4
0.661132704,0.658356469,0.661132704,0.658356469,7,3
0.680290091,0.688084587,0.693303511,0.688084587,6,4
0.68338749,0.648507311,0.68338749,0.648507311,8,4
0.659809048,0.677994999,0.659809048,0.677994999,7,3
0.662733797,0.691278817,0.62760983,0.691278817,7,4
0.615653975,0.715328467,0.615653975,0.715328467,7,4
0.653336033,0.71307077,0.653336033,0.71307077,8,3
0.642768209,0.672442415,0.652210002,0.672442415,7,3
0.716978127,0.722605649,0.716978127,0.722605649,8,3
0.666408294,0.680990214,0.666408294,0.680990214,7,3
0.683542844,0.688963211,0.694037597,0.688963211,7,4
0.647534014,0.659317298,0.647534014,0.659317298,6,4
0.706759343,0.664500856,0.706759343,0.664500856,7,4
0.659375664,0.654703759,0.659375664,0.654703759,6,3
0.71518173,0.706229227,0.71518173,0.706229227,7,4
0.714909657,0.698994855,0.714909657,0.698994855,7,4
0.715247882,0.746007499,0.714692404,0.746007499,7,4
0.700509117,0.675645276,0.700509117,0.675645276,6,4
0.653862661,0.660675966,0.653862661,0.660675966,6,3
0.677759056,0.70676375,0.677759056,0.70676375,7,4
0.67805208,0.653477624,0.67805208,0.653477624,7,4
0.709443231,0.687336245,0.709443231,0.687336245,7,3
0.703831312,0.714259463,0.703831312,0.714259463,7,4
0.685084708,0.679769682,0.685084708,0.679769682,7,3
0.626779531,0.678466077,0.638578941,0.678466077,7,4
0.632718598,0.678640242,0.694559134,0.678640242,8,3
0.692225772,0.674653887,0.692225772,0.674653887,7,4
0.660653946,0.689624329,0.660653946,0.689624329,7,3
0.613708446,0.639492541,0.613708446,0.639492541,7,3
0.666877637,0.659388186,0.666877637,0.659388186,7,3
0.682846835,0.724499836,0.682846835,0.724499836,7,3
0.66639389,0.679759956,0.66639389,0.679759956,7,4
0.691281035,0.670241287,0.691281035,0.670241287,7,3
0.690583619,0.658312898,0.690583619,0.658312898,7,3
0.684840901,0.674293886,0.684840901,0.674293886,7,4
0.70994941,0.695246627,0.70994941,0.695246627,8,4
0.679021461,0.68394369,0.679021461,0.68394369,7,4
0.695066537,0.70604782,0.695066537,0.70604782,7,3
0.706110853,0.701646568,0.706110853,0.701646568,7,3
0.648884166,0.67858661,0.648884166,0.67858661,8,4
0.597132616,0.674398361,0.597132616,0.674398361,8,3
0.670785525,0.6740638,0.670785525,0.6740638,7,4
0.681828158,0.697245693,0.684022825,0.697245693,8,4
0.732846123,0.661337799,0.727161998,0.661337799,8,5
0.682894468,0.691620739,0.682894468,0.691620739,6,3
0.663354898,0.625577634,0.663354898,0.649722736,6,4
0.730753138,0.674476987,0.730753138,0.674476987,7,4
0.665957202,0.702945237,0.665957202,0.702945237,7,3
0.69763285,0.674782609,0.694541063,0.674782609,7,3
0.707091056,0.682917002,0.709968919,0.682917002,8,4
0.683429651,0.684485441,0.683429651,0.684485441,8,3
0.67609339,0.659322591,0.642771018,0.659322591,7,4
0.711500292,0.706946877,0.711500292,0.706946877,6,3
0.670887446,0.659577922,0.670887446,0.659577922,7,3
0.58550017,0.645452481,0.583002157,0.645452481,7,4
0.712767129,0.713262833,0.712767129,0.713262833,7,4
0.632725372,0.657237454,0.632725372,0.657237454,7,4
0.640675241,0.657288317,0.640675241,0.657288317,7,4
0.739269513,0.696463883,0.739269513,0.696463883,7,4
0.672237747,0.676698194,0.672237747,0.676698194,7,3
0.661634205,0.686585225,0.661634205,0.686585225,6,4
0.638940571,0.672923279,0.664222392,0.672923279,8,4
0.655712531,0.662653563,0.655712531,0.662653563,7,3
0.619740605,0.653850082,0.619740605,0.653850082,7,3
0.701301092,0.631275316,0.701301092,0.631275316,7,3
0.679196825,0.683282746,0.681881859,0.683282746,8,4
0.678272827,0.684543454,0.683113311,0.684543454,7,4
0.63754363,0.685918412,0.63754363,0.685918412,6,4
0.666543756,0.665314651,0.676007866,0.665314651,7,4
0.660976211,0.639714039,0.660976211,0.639714039,8,4
0.669211196,0.635725191,0.669211196,0.635725191,7,4
0.717449829,0.714390602,0.717449829,0.714390602,7,3
0.637134328,0.632238806,0.637134328,0.632238806,6,3
0.625514403,0.658992326,0.62918474,0.658992326,7,4
0.653051301,0.688852419,0.675905665,0.688852419,8,4
0.658908699,0.685174106,0.658908699,0.685174106,7,3
0.681078332,0.674070306,0.681078332,0.674070306,6,4
0.6888338,0.672127614,0.6888338,0.672127614,7,4
0.684997081,0.674022183,0.684997081,0.674022183,6,3
0.65366033,0.661432623,0.65366033,0.661432623,7,3
0.673172073,0.688235294,0.673172073,0.688235294,7,4
0.666836787,0.642594672,0.666836787,0.642594672,6,4
0.698576754,0.656726533,0.698576754,0.656726533,8,4
0.668909203,0.689862366,0.668909203,0.689862366,7,4
0.714015925,0.672111066,0.714015925,0.672111066,7,4
0.642573471,0.648199629,0.642573471,0.648199629,7,4
0.697862694,0.695325993,0.697862694,0.695325993,8,3
0.708078123,0.650352479,0.692938865,0.650352479,7,3
0.672081965,0.633080494,0.666874222,0.633080494,8,4
0.639138817,0.66704156,0.639138817,0.66704156,7,4
0.691469392,0.641307748,0.691469392,0.641307748,7,4
0.673980444,0.698485571,0.673980444,0.698485571,8,4
0.738569836,0.727139671,0.738569836,0.727139671,7,4
0.649161471,0.708073533,0.649161471,0.708073533,6,4
0.663143929,0.695123067,0.663143929,0.695123067,7,3
0.692616679,0.704794695,0.692616679,0.704794695,7,4
0.650970698,0.68129748,0.650970698,0.68129748,6,3
0.664009231,0.652575265,0.664009231,0.652575265,8,4
0.702991195,0.705101918,0.719394524,0.705101918,8,4
0.713301898,0.674029036,0.713301898,0.674029036,6,3
0.713474879,0.673849065,0.713474879,0.673849065,7,3
0.667116776,0.682726585,0.667116776,0.682726585,7,3
0.684096504,0.632791728,0.684096504,0.632791728,7,3
0.64790932,0.658790932,0.64790932,0.658790932,7,4
0.645412579,0.646758992,0.645412579,0.646758992,7,3
0.658504751,0.658818001,0.658504751,0.658818001,7,4
0.672736042,0.723682624,0.672736042,0.723682624,7,4
0.667430639,0.68106152,0.706393245,0.68106152,7,3
0.684360307,0.665243752,0.684360307,0.665243752,6,3
0.664549,0.677946912,0.665555416,0.677946912,7,4
0.673831071,0.678625296,0.673831071,0.678625296,8,3
0.685773243,0.708127938,0.685773243,0.708127938,7,4
0.714254362,0.690167892,0.706682761,0.690167892,6,4
0.648871674,0.667564837,0.648871674,0.667564837,6,3
0.698460509,0.736278447,0.688821954,0.736278447,8,4
0.688864018,0.662059317,0.688864018,0.662059317,6,3
0.653108599,0.69600323,0.663706096,0.69600323,7,4
0.684062232,0.707215485,0.684062232,0.707215485,7,4
0.654517104,0.688480655,0.654517104,0.688480655,7,3
0.622778248,0.646424037,0.622778248,0.646424037,7,3
0.685984252,0.677375328,0.685984252,0.677375328,7,4
0.648967193,0.67691373,0.648967193,0.67691373,7,4
0.705792164,0.695570698,0.705792164,0.695570698,8,3
0.651915299,0.679276707,0.651915299,0.679276707,6,4
0.685088361,0.686395483,0.682892398,0.686395483,8,4
0.742285196,0.707644211,0.742285196,0.707644211,8,4
0.701622669,0.669653669,0.701622669,0.669653669,7,3
0.720035902,0.69359293,0.720035902,0.69359293,7,4
0.663815227,0.697788097,0.663815227,0.697788097,7,4
0.67411317,0.675831594,0.67411317,0.675831594,7,3
0.681395349,0.642414175,0.670321152,0.642414175,8,3
0.676123706,0.678875639,0.676123706,0.678875639,6,3
0.663504263,0.703134382,0.663504263,0.703134382,7,4
0.686102958,0.701682095,0.686102958,0.701682095,7,3
0.678314372,0.704376596,0.678314372,0.704376596,6,4
0.657770057,0.664455675,0.657770057,0.664455675,7,4
0.629003055,0.615706688,0.633416318,0.631322847,7,4
0.677601289,0.700966851,0.677601289,0.700966851,7,4
0.678152237,0.643811737,0.678152237,0.660894829,7,4
0.681675063,0.681622586,0.68461377,0.681622586,8,3
0.650295743,0.647629206,0.650295743,0.647629206,7,4
0.634130903,0.65894417,0.634130903,0.65894417,7,4
0.718844807,0.68529755,0.718844807,0.68529755,7,4
0.609933708,0.616663319,0.609933708,0.616663319,7,4
0.690583759,0.663951968,0.690583759,0.663951968,7,3
0.690352505,0.704638219,0.704823748,0.704638219,7,4
0.657986631,0.675246932,0.657986631,0.675246932,6,3
0.656428488,0.680848584,0.656428488,0.680848584,7,4
0.723317006,0.670634469,0.723317006,0.670634469,8,4
0.685512146,0.664600551,0.685512146,0.664600551,6,4
0.707310838,0.706850716,0.707310838,0.706850716,6,3
0.650088996,0.674065543,0.650088996,0.674065543,7,3
0.724973822,0.709319372,0.724973822,0.709319372,8,3
0.678203012,0.685475552,0.678203012,0.685475552,7,3
0.711750789,0.683528616,0.711750789,0.683528616,6,4
0.681946864,0.668390679,0.681946864,0.668390679,7,3
0.663220515,0.7270417,0.663220515,0.7270417,7,4
0.635266849,0.641031737,0.635266849,0.641031737,7,4
0.690521757,0.656678082,0.69636382,0.656678082,8,4
0.634202203,0.63894645,0.634202203,0.63894645,7,3
0.661610113,0.66746507,0.661610113,0.66746507,7,3
0.692399419,0.678297387,0.708056823,0.678297387,7,3
0.667100977,0.699511401,0.674049946,0.699511401,7,4
0.65450442,0.695599022,0.649238292,0.695599022,7,4
0.663878933,0.640050445,0.663878933,0.640050445,7,4
0.669364882,0.687318389,0.669364882,0.687318389,7,4
0.695889812,0.689112374,0.695889812,0.689112374,8,3
0.68852646,0.68903969,0.68852646,0.68903969,6,3
0.719834283,0.683907302,0.719834283,0.683907302,6,4
0.659856404,0.666138739,0.659856404,0.666138739,7,3
0.633830275,0.656077982,0.630848624,0.656077982,8,3
0.674379405,0.678057003,0.700020431,0.678057003,7,4
0.630748663,0.656737968,0.630748663,0.656737968,7,3
0.676618911,0.680515759,0.676618911,0.680515759,6,4
0.72952524,0.686669747,0.72952524,0.686669747,7,4
0.629039924,0.641694392,0.629039924,0.641694392,7,4
0.640540826,0.666684272,0.640540826,0.666684272,7,3
0.657385924,0.68694067,0.657385924,0.68694067,7,3
0.683288105,0.693860244,0.683288105,0.693860244,7,4
0.685538496,0.687852788,0.685538496,0.687852788,8,4
0.638872165,0.652568734,0.638872165,0.652568734,8,3
0.675329845,0.656676524,0.675329845,0.656676524,8,4
0.624385678,0.648958577,0.624385678,0.648958577,6,4
0.686497849,0.701310129,0.681609308,0.701310129,7,3
0.640798368,0.64220125,0.640798368,0.64220125,7,3
0.647282233,0.693449739,0.656456545,0.693449739,8,4
0.650529582,0.632395421,0.650529582,0.632395421,7,3
0.73450942,0.727376674,0.73450942,0.727376674,7,4
0.712668198,0.666721365,0.690241768,0.666721365,7,4
0.693388048,0.682175471,0.693388048,0.682175471,7,4
0.680512075,0.677940519,0.680512075,0.677940519,7,4
0.704024677,0.645613004,0.705885233,0.645613004,8,3
0.635617509,0.648449713,0.635617509,0.648449713,7,3
0.717324841,0.704076433,0.717324841,0.704076433,6,4
0.673878006,0.651004215,0.673878006,0.651004215,7,4
0.704890003,0.690926707,0.704890003,0.690926707,7,3
0.629120267,0.672494432,0.629120267,0.672494432,7,3
0.688529751,0.62005457,0.688529751,0.62005457,5,4
0.663982515,0.655527436,0.663982515,0.655527436,6,4
0.70788672,0.677535823,0.70788672,0.677535823,7,3
0.665745856,0.660466544,0.665745856,0.660466544,7,4
0.655033022,0.628729219,0.655033022,0.628729219,7,4
0.687833037,0.71408131,0.687833037,0.71408131,8,4
0.669301713,0.679892571,0.669301713,0.679892571,5,3
0.708501362,0.679128065,0.708501362,0.679128065,6,4
0.616651776,0.665010051,0.616651776,0.665010051,6,4
0.674363952,0.669306223,0.674363952,0.669306223,7,4
0.646571258,0.66129994,0.667203339,0.66129994,7,4
0.659822115,0.684473482,0.659822115,0.684473482,7,3
0.650089606,0.653113799,0.650089606,0.653113799,6,3
0.699185487,0.698074787,0.71090954,0.698074787,7,3
0.579866364,0.640254665,0.579866364,0.640254665,7,3
0.632235643,0.669952142,0.632235643,0.669952142,6,4
0.718836292,0.710897436,0.718836292,0.710897436,8,3
0.686901132,0.665940767,0.686901132,0.665940767,7,4
0.671029083,0.649832215,0.682214765,0.649832215,7,3
0.711005959,0.651770067,0.711005959,0.651770067,6,3
0.655848704,0.659992996,0.655848704,0.659992996,7,4
0.67667941,0.687766248,0.67667941,0.687766248,8,3
0.637554813,0.668041345,0.637554813,0.668041345,7,4
0.749698564,0.7105667,0.738846871,0.7105667,7,3
0.628590474,0.648224458,0.628590474,0.648224458,8,4
0.579862015,0.677883364,0.579862015,0.677883364,6,3
0.679709141,0.718317175,0.692059095,0.718317175,8,4
0.668267084,0.648782939,0.668267084,0.648782939,7,5